center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,cosine_similarity,kl_divergence,earth_mover_dist
Ses03_frustration_10_A_019,Ses03_frustration_10_A_017,Ses03_frustration_10_B_018,Neutral,Neutral,Neutral,2,1,0,0.2512383460998535,0.48158857226371765,0.7174897380173206
Ses03_frustration_10_A_021,Ses03_frustration_10_A_019,Ses03_frustration_10_B_018,Neutral,Neutral,Neutral,1,2,0,0.4570486545562744,0.9558765292167664,0.6277495585381985
Ses03_frustration_10_A_023,Ses03_frustration_10_A_021,Ses03_frustration_10_B_018,Neutral,Neutral,Neutral,1,3,0,0.8749827146530151,0.15915778279304504,0.2500061672180891
Ses03_frustration_10_B_025,Ses03_frustration_10_B_018,Ses03_frustration_10_A_023,Neutral,Neutral,Neutral,4,1,0,-0.23599404096603394,1.2975722551345825,0.6238496340811253
Ses03_frustration_10_B_026,Ses03_frustration_10_B_025,Ses03_frustration_10_A_023,Neutral,Neutral,Neutral,1,2,0,0.8359928131103516,0.28286996483802795,0.5775737334042788
Ses03_frustration_10_B_028,Ses03_frustration_10_B_026,Ses03_frustration_10_A_023,Neutral,Neutral,Neutral,1,3,0,0.6442363262176514,0.32263946533203125,0.6513448152691126
Ses03_frustration_10_B_029,Ses03_frustration_10_B_028,Ses03_frustration_10_A_023,Neutral,Neutral,Neutral,1,4,0,0.837319016456604,0.13830195367336273,0.39853475987911224
Ses03_frustration_10_B_031,Ses03_frustration_10_B_029,Ses03_frustration_10_A_023,Neutral,Neutral,Neutral,1,5,0,0.8665679097175598,0.043222825974226,0.15202728286385536
Ses03_frustration_10_B_032,Ses03_frustration_10_B_031,Ses03_frustration_10_A_023,Neutral,Neutral,Neutral,1,6,0,0.9742878675460815,0.0005447922740131617,0.22379486449062824
Ses03_frustration_10_A_033,Ses03_frustration_10_A_023,Ses03_frustration_10_B_032,Neutral,Neutral,Neutral,7,1,0,0.498237282037735,0.3923983573913574,0.31859178841114044
Ses03_frustration_10_B_034,Ses03_frustration_10_B_032,Ses03_frustration_10_A_033,Neutral,Neutral,Neutral,2,1,0,0.6001811027526855,0.18802839517593384,0.2819451801478863
Ses03_frustration_10_B_035,Ses03_frustration_10_B_034,Ses03_frustration_10_A_033,Happiness,Neutral,Neutral,1,2,1,-0.19941413402557373,0.5287328958511353,0.372601518407464
Ses03_frustration_10_A_036,Ses03_frustration_10_A_033,Ses03_frustration_10_B_035,Happiness,Neutral,Happiness,3,1,1,0.9253422617912292,0.001429117750376463,0.2579478118568659
Ses03_frustration_10_B_037,Ses03_frustration_10_B_035,Ses03_frustration_10_A_036,Happiness,Happiness,Happiness,2,1,0,0.3198586106300354,0.3203117549419403,0.6678794752806425
Ses03_frustration_10_B_038,Ses03_frustration_10_B_037,Ses03_frustration_10_A_036,Neutral,Happiness,Happiness,1,2,1,0.9033812284469604,0.038596246391534805,0.3096014987677336
Ses03_frustration_10_A_039,Ses03_frustration_10_A_036,Ses03_frustration_10_B_038,Neutral,Happiness,Neutral,3,1,1,0.11153258383274078,0.5486608743667603,0.31116121634840965
Ses03_frustration_10_A_042,Ses03_frustration_10_A_039,Ses03_frustration_10_B_038,Happiness,Neutral,Neutral,1,2,1,0.3546588122844696,0.40027838945388794,0.34559523314237595
Ses03_frustration_10_B_043,Ses03_frustration_10_B_038,Ses03_frustration_10_A_042,Anger,Neutral,Happiness,3,1,1,0.9765865206718445,0.020526638254523277,0.25881044566631317
Ses03_frustration_10_A_044,Ses03_frustration_10_A_042,Ses03_frustration_10_B_043,Happiness,Happiness,Anger,2,1,0,0.4977056384086609,0.3089808225631714,0.29438065737485886
Ses03_frustration_10_B_045,Ses03_frustration_10_B_043,Ses03_frustration_10_A_044,Anger,Anger,Happiness,2,1,0,0.5960074663162231,0.5080330967903137,0.7818833589553833
Ses03_frustration_10_B_046,Ses03_frustration_10_B_045,Ses03_frustration_10_A_044,Anger,Anger,Happiness,1,2,0,0.7758371829986572,0.11866158246994019,0.4210166223347187
Ses03_frustration_10_A_047,Ses03_frustration_10_A_044,Ses03_frustration_10_B_046,Neutral,Happiness,Anger,3,1,1,0.8213913440704346,0.12170857191085815,0.20453137904405594
Ses03_frustration_10_A_048,Ses03_frustration_10_A_047,Ses03_frustration_10_B_046,Neutral,Neutral,Anger,1,2,0,0.6564235687255859,0.1282782405614853,0.4069418627768755
Ses03_frustration_10_B_049,Ses03_frustration_10_B_046,Ses03_frustration_10_A_048,Neutral,Anger,Neutral,3,1,1,0.1423078179359436,0.9911147952079773,0.5226418115198612
Ses03_frustration_10_B_050,Ses03_frustration_10_B_049,Ses03_frustration_10_A_048,Anger,Neutral,Neutral,1,2,1,0.9451539516448975,0.14832524955272675,0.46365085802972317
Ses03_frustration_10_A_051,Ses03_frustration_10_A_048,Ses03_frustration_10_B_050,Neutral,Neutral,Anger,3,1,0,0.7480779886245728,0.05049297958612442,0.4295139778405428
Ses03_frustration_10_B_052,Ses03_frustration_10_B_050,Ses03_frustration_10_A_051,Neutral,Anger,Neutral,2,1,1,0.40023329854011536,0.32653409242630005,0.5502359513193369
Ses03_frustration_10_B_053,Ses03_frustration_10_B_052,Ses03_frustration_10_A_051,Anger,Neutral,Neutral,1,2,1,0.9049368500709534,0.05203665792942047,0.3102941606193781
Ses03_frustration_10_A_054,Ses03_frustration_10_A_051,Ses03_frustration_10_B_053,Neutral,Neutral,Anger,3,1,0,0.3239631652832031,0.20680376887321472,0.5087324865162373
Ses03_frustration_10_A_055,Ses03_frustration_10_A_054,Ses03_frustration_10_B_053,Neutral,Neutral,Anger,1,2,0,0.6704064011573792,0.08774290978908539,0.5458107329905033
Ses03_frustration_10_B_056,Ses03_frustration_10_B_053,Ses03_frustration_10_A_055,Neutral,Anger,Neutral,3,1,1,0.047026440501213074,0.22683125734329224,0.3378462065011263
Ses03_frustration_10_A_057,Ses03_frustration_10_A_055,Ses03_frustration_10_B_056,Neutral,Neutral,Neutral,2,1,0,-0.2214263677597046,0.5799703001976013,0.4892634302377701
Ses03_frustration_10_A_058,Ses03_frustration_10_A_057,Ses03_frustration_10_B_056,Neutral,Neutral,Neutral,1,2,0,0.30506908893585205,0.392971932888031,0.48983509093523026
Ses03_frustration_10_B_059,Ses03_frustration_10_B_056,Ses03_frustration_10_A_058,Anger,Neutral,Neutral,3,1,1,0.080518938601017,0.37611955404281616,0.4316077809780836
Ses03_frustration_10_A_060,Ses03_frustration_10_A_058,Ses03_frustration_10_B_059,Neutral,Neutral,Anger,2,1,0,0.7768518924713135,0.13948959112167358,0.2256208211183548
Ses03_frustration_10_B_061,Ses03_frustration_10_B_059,Ses03_frustration_10_A_060,Anger,Anger,Neutral,2,1,0,0.6405223608016968,0.13128912448883057,0.31526785530149937
Ses03_frustration_10_A_062,Ses03_frustration_10_A_060,Ses03_frustration_10_B_061,Happiness,Neutral,Anger,2,1,1,0.22665143013000488,0.203232541680336,0.31414369493722916
Ses03_frustration_10_A_063,Ses03_frustration_10_A_062,Ses03_frustration_10_B_061,Neutral,Happiness,Anger,1,2,1,0.7479894757270813,0.10463333129882812,0.43670104444026947
Ses03_frustration_10_A_064,Ses03_frustration_10_A_063,Ses03_frustration_10_B_061,Neutral,Neutral,Anger,1,3,0,0.9707890748977661,0.013023419305682182,0.16311423480510712
Ses03_frustration_10_B_065,Ses03_frustration_10_B_061,Ses03_frustration_10_A_064,Neutral,Anger,Neutral,4,1,1,0.9188817143440247,0.06545378267765045,0.3048178404569626
Ses03_frustration_10_A_067,Ses03_frustration_10_A_064,Ses03_frustration_10_B_065,Neutral,Neutral,Neutral,2,1,0,0.4643072187900543,0.2596927881240845,0.30937452614307404
Ses03_frustration_10_B_068,Ses03_frustration_10_B_065,Ses03_frustration_10_A_067,Neutral,Neutral,Neutral,2,1,0,0.7676211595535278,0.17268843948841095,0.44981643185019493
Ses03_frustration_10_B_069,Ses03_frustration_10_B_068,Ses03_frustration_10_A_067,Anger,Neutral,Neutral,1,2,1,0.9054675102233887,0.05352535843849182,0.2808524537831545
Ses03_frustration_10_B_070,Ses03_frustration_10_B_069,Ses03_frustration_10_A_067,Anger,Anger,Neutral,1,3,0,0.5387869477272034,0.3744596838951111,0.5734938587993383
Ses03_frustration_10_A_072,Ses03_frustration_10_A_067,Ses03_frustration_10_B_070,Happiness,Neutral,Anger,4,1,1,0.5911468267440796,0.2420598715543747,0.24192748591303825
Ses03_frustration_10_A_075,Ses03_frustration_10_A_072,Ses03_frustration_10_B_070,Happiness,Happiness,Anger,1,2,0,0.430841863155365,0.25819507241249084,0.2197266798466444
Ses03_frustration_11_A_001,pad,pad,Neutral,pad,pad,None,None,0,1.0,0.0,0.0
Ses03_frustration_11_A_002,Ses03_frustration_11_A_001,pad,Neutral,Neutral,pad,1,None,0,0.28991350531578064,0.3058999180793762,0.3228868618607521
Ses03_frustration_11_A_004,Ses03_frustration_11_A_002,pad,Happiness,Neutral,pad,1,None,1,0.010360300540924072,0.3718944787979126,0.4550822228193283
Ses03_frustration_11_A_005,Ses03_frustration_11_A_004,pad,Neutral,Happiness,pad,1,None,1,0.20540308952331543,0.12443484365940094,0.20515725761651993
Ses03_frustration_11_A_008,Ses03_frustration_11_A_005,pad,Happiness,Neutral,pad,1,None,1,0.8885124921798706,0.031062453985214233,0.17753232270479202
Ses03_frustration_11_B_009,pad,Ses03_frustration_11_A_008,Neutral,pad,Happiness,None,1,0,1.0,0.0,0.0
Ses03_frustration_11_A_010,Ses03_frustration_11_A_008,Ses03_frustration_11_B_009,Happiness,Happiness,Neutral,2,1,0,0.48518818616867065,0.2459627389907837,0.29276133328676224
Ses03_frustration_11_B_011,Ses03_frustration_11_B_009,Ses03_frustration_11_A_010,Neutral,Neutral,Happiness,2,1,0,0.3851945698261261,0.46061602234840393,0.4866860620677471
Ses03_frustration_11_A_012,Ses03_frustration_11_A_010,Ses03_frustration_11_B_011,Happiness,Happiness,Neutral,2,1,0,-0.018665596842765808,0.4928016662597656,0.3612610623240471
Ses03_frustration_11_B_013,Ses03_frustration_11_B_011,Ses03_frustration_11_A_012,Happiness,Neutral,Happiness,2,1,1,0.8748903870582581,0.11753369122743607,0.33990735188126564
Ses03_frustration_11_B_014,Ses03_frustration_11_B_013,Ses03_frustration_11_A_012,Happiness,Happiness,Happiness,1,2,0,0.9521623253822327,0.03392663225531578,0.24064750224351883
Ses03_frustration_11_A_015,Ses03_frustration_11_A_012,Ses03_frustration_11_B_014,Neutral,Happiness,Happiness,3,1,1,0.6622544527053833,0.11469318717718124,0.2872585915029049
Ses03_frustration_11_B_016,Ses03_frustration_11_B_014,Ses03_frustration_11_A_015,Neutral,Happiness,Neutral,2,1,1,0.7386370897293091,0.45293834805488586,0.6132735498249531
Ses03_frustration_11_A_017,Ses03_frustration_11_A_015,Ses03_frustration_11_B_016,Neutral,Neutral,Neutral,2,1,0,0.9664018750190735,0.00547904334962368,0.17820103093981743
Ses03_frustration_11_B_018,Ses03_frustration_11_B_016,Ses03_frustration_11_A_017,Neutral,Neutral,Neutral,2,1,0,0.9089145660400391,0.0364527553319931,0.30912258103489876
Ses03_frustration_11_A_019,Ses03_frustration_11_A_017,Ses03_frustration_11_B_018,Neutral,Neutral,Neutral,2,1,0,0.42428433895111084,0.7838730812072754,0.5996755510568619
Ses03_frustration_11_A_021,Ses03_frustration_11_A_019,Ses03_frustration_11_B_018,Happiness,Neutral,Neutral,1,2,1,0.6223452091217041,0.7684518098831177,0.47470738366246223
Ses03_frustration_11_B_022,Ses03_frustration_11_B_018,Ses03_frustration_11_A_021,Neutral,Neutral,Happiness,3,1,0,0.801628828048706,0.12070006132125854,0.4308760277926922
Ses03_frustration_11_B_023,Ses03_frustration_11_B_022,Ses03_frustration_11_A_021,Neutral,Neutral,Happiness,1,2,0,0.9918355941772461,0.0058633871376514435,0.1438833549618721
Ses03_frustration_11_A_024,Ses03_frustration_11_A_021,Ses03_frustration_11_B_023,Anger,Happiness,Neutral,3,1,1,0.8893388509750366,0.14643549919128418,0.4305869936943054
Ses03_frustration_11_A_026,Ses03_frustration_11_A_024,Ses03_frustration_11_B_023,Anger,Anger,Neutral,1,2,0,0.9539604187011719,0.11329063773155212,0.3322405070066452
Ses03_frustration_11_B_028,Ses03_frustration_11_B_023,Ses03_frustration_11_A_026,Anger,Neutral,Anger,3,1,1,0.43566399812698364,0.8934953212738037,0.38533228263258934
Ses03_frustration_11_A_029,Ses03_frustration_11_A_026,Ses03_frustration_11_B_028,Neutral,Anger,Anger,2,1,1,0.8098589777946472,0.04726281762123108,0.46015186980366707
Ses03_frustration_11_B_030,Ses03_frustration_11_B_028,Ses03_frustration_11_A_029,Anger,Anger,Neutral,2,1,0,0.11379512399435043,0.7327579855918884,0.6357401609420776
Ses03_frustration_11_B_031,Ses03_frustration_11_B_030,Ses03_frustration_11_A_029,Anger,Anger,Neutral,1,2,0,0.35107970237731934,0.1838855743408203,0.2052476927638054
Ses03_frustration_11_B_032,Ses03_frustration_11_B_031,Ses03_frustration_11_A_029,Anger,Anger,Neutral,1,3,0,0.9404515624046326,0.07996181398630142,0.3838460072875023
Ses03_frustration_11_B_034,Ses03_frustration_11_B_032,Ses03_frustration_11_A_029,Neutral,Anger,Neutral,1,4,1,0.03768119215965271,0.3881276547908783,0.5400216486304998
Ses03_frustration_11_B_035,Ses03_frustration_11_B_034,Ses03_frustration_11_A_029,Neutral,Neutral,Neutral,1,5,0,-0.322952002286911,0.28634268045425415,0.24936405010521412
Ses03_frustration_11_A_036,Ses03_frustration_11_A_029,Ses03_frustration_11_B_035,Neutral,Neutral,Neutral,6,1,0,0.9500799179077148,0.05362965166568756,0.45580647699534893
Ses03_frustration_11_B_038,Ses03_frustration_11_B_035,Ses03_frustration_11_A_036,Happiness,Neutral,Neutral,2,1,1,0.6582674384117126,0.2926739752292633,0.5666220188140869
Ses03_frustration_11_A_039,Ses03_frustration_11_A_036,Ses03_frustration_11_B_038,Happiness,Neutral,Happiness,2,1,1,0.7722047567367554,0.13412369787693024,0.8179575484246016
Ses03_frustration_11_B_040,Ses03_frustration_11_B_038,Ses03_frustration_11_A_039,Neutral,Happiness,Happiness,2,1,1,0.8445073366165161,0.23158273100852966,0.4514315128326416
Ses03_frustration_11_B_042,Ses03_frustration_11_B_040,Ses03_frustration_11_A_039,Neutral,Neutral,Happiness,1,2,0,0.9686823487281799,0.005613680928945541,0.16073532588779926
Ses03_frustration_11_A_044,Ses03_frustration_11_A_039,Ses03_frustration_11_B_042,Anger,Happiness,Neutral,3,1,1,-0.2900127172470093,0.8984708786010742,0.34407369047403336
Ses03_frustration_11_B_045,Ses03_frustration_11_B_042,Ses03_frustration_11_A_044,Anger,Neutral,Anger,2,1,1,-0.3336992561817169,1.07310152053833,0.6983746979385614
Ses03_frustration_11_A_046,Ses03_frustration_11_A_044,Ses03_frustration_11_B_045,Anger,Anger,Anger,2,1,0,0.17948080599308014,0.4024144113063812,0.541926633566618
Ses03_frustration_11_A_047,Ses03_frustration_11_A_046,Ses03_frustration_11_B_045,Anger,Anger,Anger,1,2,0,0.7696576714515686,0.1431705355644226,0.3864049054682255
Ses03_frustration_12_A_001,pad,pad,Happiness,pad,pad,None,None,0,1.0,0.0,0.0
Ses03_frustration_12_B_002,pad,Ses03_frustration_12_A_001,Neutral,pad,Happiness,None,1,0,1.0,0.0,0.0
Ses03_frustration_12_A_003,Ses03_frustration_12_A_001,Ses03_frustration_12_B_002,Neutral,Happiness,Neutral,2,1,1,0.18781395256519318,0.7660564184188843,0.5349459405988455
Ses03_frustration_12_B_004,Ses03_frustration_12_B_002,Ses03_frustration_12_A_003,Neutral,Neutral,Neutral,2,1,0,0.9593526124954224,0.01972111128270626,0.20578089356422424
Ses03_frustration_12_A_005,Ses03_frustration_12_A_003,Ses03_frustration_12_B_004,Neutral,Neutral,Neutral,2,1,0,0.41315531730651855,0.2747783064842224,0.45512929931282997
Ses03_frustration_12_B_006,Ses03_frustration_12_B_004,Ses03_frustration_12_A_005,Neutral,Neutral,Neutral,2,1,0,0.584446907043457,0.12495268881320953,0.45368688739836216
Ses03_frustration_12_A_009,Ses03_frustration_12_A_005,Ses03_frustration_12_B_006,Neutral,Neutral,Neutral,2,1,0,0.884871244430542,0.064253069460392,0.3252064734697342
Ses03_frustration_12_B_010,Ses03_frustration_12_B_006,Ses03_frustration_12_A_009,Neutral,Neutral,Neutral,2,1,0,0.23801882565021515,0.6817834973335266,0.5380288567394018
Ses03_frustration_12_A_012,Ses03_frustration_12_A_009,Ses03_frustration_12_B_010,Neutral,Neutral,Neutral,2,1,0,-0.042223960161209106,0.46377190947532654,0.3962843772023916
Ses03_frustration_12_B_013,Ses03_frustration_12_B_010,Ses03_frustration_12_A_012,Neutral,Neutral,Neutral,2,1,0,0.07945933192968369,0.5668877959251404,0.6972842942923307
Ses03_frustration_12_A_014,Ses03_frustration_12_A_012,Ses03_frustration_12_B_013,Neutral,Neutral,Neutral,2,1,0,-0.018117785453796387,0.17545442283153534,0.3818018063902855
Ses03_frustration_12_A_015,Ses03_frustration_12_A_014,Ses03_frustration_12_B_013,Neutral,Neutral,Neutral,1,2,0,0.5874931216239929,0.13510684669017792,0.25788315385580063
Ses03_frustration_12_B_016,Ses03_frustration_12_B_013,Ses03_frustration_12_A_015,Neutral,Neutral,Neutral,3,1,0,0.9731724262237549,0.037334028631448746,0.17600972205400467
Ses03_frustration_12_A_017,Ses03_frustration_12_A_015,Ses03_frustration_12_B_016,Neutral,Neutral,Neutral,2,1,0,0.21143226325511932,0.4380702078342438,1.1265902072191238
Ses03_frustration_12_B_018,Ses03_frustration_12_B_016,Ses03_frustration_12_A_017,Neutral,Neutral,Neutral,2,1,0,0.9475060105323792,0.06282800436019897,0.3556300103664398
Ses03_frustration_12_A_019,Ses03_frustration_12_A_017,Ses03_frustration_12_B_018,Neutral,Neutral,Neutral,2,1,0,0.758706271648407,0.3412175178527832,0.44367219507694244
Ses03_frustration_12_A_025,Ses03_frustration_12_A_019,Ses03_frustration_12_B_018,Neutral,Neutral,Neutral,1,2,0,-0.6235350370407104,0.747390627861023,0.8860727455466986
Ses03_frustration_12_A_027,Ses03_frustration_12_A_025,Ses03_frustration_12_B_018,Neutral,Neutral,Neutral,1,3,0,-0.5535377264022827,0.32640039920806885,0.4195849094539881
Ses03_frustration_12_A_029,Ses03_frustration_12_A_027,Ses03_frustration_12_B_018,Neutral,Neutral,Neutral,1,4,0,-0.6776627898216248,0.6172723174095154,0.403347447514534
Ses04_frustration_13_B_001,pad,pad,Neutral,pad,pad,None,None,0,1.0,0.0,0.0
Ses04_frustration_13_A_002,pad,Ses04_frustration_13_B_001,Neutral,pad,Neutral,None,1,0,1.0,0.0,0.0
Ses04_frustration_13_B_003,Ses04_frustration_13_B_001,Ses04_frustration_13_A_002,Neutral,Neutral,Neutral,2,1,0,-0.01773795485496521,0.10500622540712357,0.3240912836045027
Ses04_frustration_13_A_004,Ses04_frustration_13_A_002,Ses04_frustration_13_B_003,Neutral,Neutral,Neutral,2,1,0,0.5642446279525757,0.35752901434898376,0.2600674908608198
Ses04_frustration_13_A_005,Ses04_frustration_13_A_004,Ses04_frustration_13_B_003,Neutral,Neutral,Neutral,1,2,0,0.9784634113311768,0.014307916164398193,0.2427703868597746
Ses04_frustration_13_B_006,Ses04_frustration_13_B_003,Ses04_frustration_13_A_005,Neutral,Neutral,Neutral,3,1,0,0.45106109976768494,0.19594399631023407,0.2749663833528757
Ses04_frustration_13_B_008,Ses04_frustration_13_B_006,Ses04_frustration_13_A_005,Neutral,Neutral,Neutral,1,2,0,-0.636321485042572,0.47984886169433594,0.2545463256537914
Ses04_frustration_13_A_009,Ses04_frustration_13_A_005,Ses04_frustration_13_B_008,Neutral,Neutral,Neutral,3,1,0,0.03485134243965149,0.8046361207962036,0.48514177836477757
Ses04_frustration_13_B_010,Ses04_frustration_13_B_008,Ses04_frustration_13_A_009,Neutral,Neutral,Neutral,2,1,0,0.8600113987922668,0.024450793862342834,0.1664481945335865
Ses04_frustration_13_A_011,Ses04_frustration_13_A_009,Ses04_frustration_13_B_010,Neutral,Neutral,Neutral,2,1,0,-0.2632334232330322,0.5010694861412048,0.42051366716623306
Ses04_frustration_13_A_012,Ses04_frustration_13_A_011,Ses04_frustration_13_B_010,Neutral,Neutral,Neutral,1,2,0,0.12490275502204895,0.35847288370132446,0.29519161954522133
Ses04_frustration_13_B_013,Ses04_frustration_13_B_010,Ses04_frustration_13_A_012,Neutral,Neutral,Neutral,3,1,0,0.5937941670417786,0.10877250134944916,0.21266438625752926
Ses04_frustration_13_A_014,Ses04_frustration_13_A_012,Ses04_frustration_13_B_013,Neutral,Neutral,Neutral,2,1,0,0.5035086870193481,0.15480133891105652,0.564268821850419
Ses04_frustration_13_B_015,Ses04_frustration_13_B_013,Ses04_frustration_13_A_014,Neutral,Neutral,Neutral,2,1,0,0.2955705225467682,0.3211856484413147,0.3039249498397112
Ses04_frustration_13_A_016,Ses04_frustration_13_A_014,Ses04_frustration_13_B_015,Happiness,Neutral,Neutral,2,1,1,0.390990287065506,0.26626530289649963,0.422832066193223
Ses04_frustration_13_B_017,Ses04_frustration_13_B_015,Ses04_frustration_13_A_016,Neutral,Neutral,Happiness,2,1,0,0.2604129910469055,0.5867962837219238,0.6538108140230179
Ses04_frustration_13_A_018,Ses04_frustration_13_A_016,Ses04_frustration_13_B_017,Neutral,Happiness,Neutral,2,1,1,0.548589825630188,0.5139105916023254,0.4348339308053255
Ses04_frustration_13_B_019,Ses04_frustration_13_B_017,Ses04_frustration_13_A_018,Neutral,Neutral,Neutral,2,1,0,0.4815048575401306,0.3174937069416046,0.5267695859074593
Ses04_frustration_13_A_020,Ses04_frustration_13_A_018,Ses04_frustration_13_B_019,Neutral,Neutral,Neutral,2,1,0,0.8489905595779419,0.09508241713047028,0.40449040941894054
Ses04_frustration_13_B_021,Ses04_frustration_13_B_019,Ses04_frustration_13_A_020,Neutral,Neutral,Neutral,2,1,0,0.2870210111141205,0.24277973175048828,0.1351950764656067
Ses04_frustration_13_A_022,Ses04_frustration_13_A_020,Ses04_frustration_13_B_021,Neutral,Neutral,Neutral,2,1,0,-0.3128546476364136,0.524640679359436,0.5104428138583899
Ses04_frustration_13_B_023,Ses04_frustration_13_B_021,Ses04_frustration_13_A_022,Neutral,Neutral,Neutral,2,1,0,0.749268651008606,0.2341533601284027,0.47487870045006275
Ses04_frustration_13_A_024,Ses04_frustration_13_A_022,Ses04_frustration_13_B_023,Neutral,Neutral,Neutral,2,1,0,0.6274770498275757,0.21430781483650208,0.5204153750091791
Ses04_frustration_13_B_025,Ses04_frustration_13_B_023,Ses04_frustration_13_A_024,Neutral,Neutral,Neutral,2,1,0,-0.742633044719696,1.1164814233779907,0.33778854086995125
Ses04_frustration_13_B_027,Ses04_frustration_13_B_025,Ses04_frustration_13_A_024,Neutral,Neutral,Neutral,1,2,0,0.5870972275733948,0.12924189865589142,0.31996607221663
Ses04_frustration_13_A_028,Ses04_frustration_13_A_024,Ses04_frustration_13_B_027,Neutral,Neutral,Neutral,3,1,0,-0.5370465517044067,0.8788227438926697,0.3990663904696703
Ses04_frustration_13_B_029,Ses04_frustration_13_B_027,Ses04_frustration_13_A_028,Neutral,Neutral,Neutral,2,1,0,0.7272445559501648,0.10374139994382858,0.20594144985079765
Ses04_frustration_13_B_030,Ses04_frustration_13_B_029,Ses04_frustration_13_A_028,Neutral,Neutral,Neutral,1,2,0,0.7412166595458984,0.15685264766216278,0.3807024881243706
Ses04_frustration_13_A_031,Ses04_frustration_13_A_028,Ses04_frustration_13_B_030,Neutral,Neutral,Neutral,3,1,0,0.5980259776115417,0.18565240502357483,0.31404829770326614
Ses04_frustration_13_B_032,Ses04_frustration_13_B_030,Ses04_frustration_13_A_031,Neutral,Neutral,Neutral,2,1,0,0.5444092154502869,0.1954376995563507,0.26361528784036636
Ses04_frustration_13_A_034,Ses04_frustration_13_A_031,Ses04_frustration_13_B_032,Neutral,Neutral,Neutral,2,1,0,0.7279053926467896,0.15580900013446808,0.23751943558454514
Ses04_frustration_13_B_035,Ses04_frustration_13_B_032,Ses04_frustration_13_A_034,Neutral,Neutral,Neutral,2,1,0,0.1931271255016327,0.286110520362854,0.41368181072175503
Ses04_frustration_13_B_036,Ses04_frustration_13_B_035,Ses04_frustration_13_A_034,Neutral,Neutral,Neutral,1,2,0,0.44588810205459595,0.2124890387058258,0.31790814362466335
Ses04_frustration_13_A_037,Ses04_frustration_13_A_034,Ses04_frustration_13_B_036,Neutral,Neutral,Neutral,3,1,0,0.557794988155365,0.22343042492866516,0.2871270291507244
Ses04_frustration_13_B_038,Ses04_frustration_13_B_036,Ses04_frustration_13_A_037,Neutral,Neutral,Neutral,2,1,0,0.8885031342506409,0.07267134636640549,0.21883659809827805
Ses04_frustration_13_B_043,Ses04_frustration_13_B_038,Ses04_frustration_13_A_037,Neutral,Neutral,Neutral,1,2,0,0.6670204997062683,0.08237867057323456,0.12788494676351547
Ses04_frustration_13_A_045,Ses04_frustration_13_A_037,Ses04_frustration_13_B_043,Happiness,Neutral,Neutral,3,1,1,0.7272611856460571,0.2975202798843384,0.36416153237223625
Ses04_frustration_13_B_046,Ses04_frustration_13_B_043,Ses04_frustration_13_A_045,Neutral,Neutral,Happiness,2,1,0,0.6457078456878662,0.07300428301095963,0.3153516724705696
Ses04_frustration_13_B_047,Ses04_frustration_13_B_046,Ses04_frustration_13_A_045,Happiness,Neutral,Happiness,1,2,1,0.8793651461601257,0.05890413001179695,0.4290367718786001
Ses04_frustration_13_A_048,Ses04_frustration_13_A_045,Ses04_frustration_13_B_047,Happiness,Happiness,Happiness,3,1,0,0.7073702812194824,0.17437514662742615,0.525340236723423
Ses04_frustration_13_B_050,Ses04_frustration_13_B_047,Ses04_frustration_13_A_048,Neutral,Happiness,Happiness,2,1,1,-0.7511006593704224,0.6224901080131531,0.5814810171723366
Ses04_frustration_13_A_051,Ses04_frustration_13_A_048,Ses04_frustration_13_B_050,Neutral,Happiness,Neutral,2,1,1,0.6648707985877991,0.3536405861377716,0.5477424934506416
Ses04_frustration_13_B_052,Ses04_frustration_13_B_050,Ses04_frustration_13_A_051,Neutral,Neutral,Neutral,2,1,0,0.0008386820554733276,0.2643167972564697,0.4662621673196554
Ses04_frustration_13_A_053,Ses04_frustration_13_A_051,Ses04_frustration_13_B_052,Neutral,Neutral,Neutral,2,1,0,0.6684238314628601,0.2007455676794052,0.4830060824751854
Ses04_frustration_13_A_055,Ses04_frustration_13_A_053,Ses04_frustration_13_B_052,Neutral,Neutral,Neutral,1,2,0,0.7959871292114258,0.07605445384979248,0.3133561182767153
Ses04_frustration_13_B_056,Ses04_frustration_13_B_052,Ses04_frustration_13_A_055,Neutral,Neutral,Neutral,3,1,0,0.9430521726608276,0.047682784497737885,0.24349402263760567
Ses04_frustration_13_A_057,Ses04_frustration_13_A_055,Ses04_frustration_13_B_056,Neutral,Neutral,Neutral,2,1,0,0.8259621858596802,0.3021824061870575,0.3650235515087843
Ses04_frustration_13_B_058,Ses04_frustration_13_B_056,Ses04_frustration_13_A_057,Neutral,Neutral,Neutral,2,1,0,0.38349348306655884,0.1376768797636032,0.2305133379995823
Ses04_frustration_13_B_061,Ses04_frustration_13_B_058,Ses04_frustration_13_A_057,Neutral,Neutral,Neutral,1,2,0,-0.2253321409225464,0.6168910264968872,0.22361934185028076
Ses04_frustration_13_B_065,Ses04_frustration_13_B_061,Ses04_frustration_13_A_057,Neutral,Neutral,Neutral,1,3,0,-0.2608512043952942,0.46523046493530273,0.4103805646300316
Ses04_frustration_13_A_066,Ses04_frustration_13_A_057,Ses04_frustration_13_B_065,Neutral,Neutral,Neutral,4,1,0,0.9304137825965881,0.19395585358142853,0.6033221632242203
