center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur,cosine_similarity,kl_divergence,earth_mover_dist
Ses02F_script01_1_F004,pad,pad,sad,pad,pad,None,None,0,None,None,None,None,None
Ses02F_script01_1_F005,Ses02F_script01_1_F004,pad,sad,sad,pad,1,None,0,5.897500000000001,5.897500000000001,0.9871160957221857,0.017294971162731553,0.17092926800251007
Ses02F_script01_1_F006,Ses02F_script01_1_F005,pad,sad,sad,pad,1,None,0,5.780000000000001,5.780000000000001,0.9811921659667563,0.05976835877587178,0.29957035183906555
Ses02F_script01_1_M011,pad,Ses02F_script01_1_F006,ang,pad,sad,None,1,0,None,41.46999999999999,None,None,None
Ses02F_script01_1_M013,Ses02F_script01_1_M011,Ses02F_script01_1_F006,ang,ang,sad,1,2,0,15.740000000000009,15.740000000000009,0.994553595788029,0.03283964769002959,0.2287957612425089
Ses02F_script01_1_F017,Ses02F_script01_1_F006,Ses02F_script01_1_M013,sad,sad,ang,3,1,0,89.66,32.44999999999999,0.8900016629441475,0.16954564286558085,0.38443899899721146
Ses02F_script01_1_M017,Ses02F_script01_1_M013,Ses02F_script01_1_F017,neu,ang,sad,2,1,1,37.22,4.77000000000001,-0.4617080958317623,1.7318092139797716,0.24405554961413145
Ses02F_script01_1_F018,Ses02F_script01_1_F017,Ses02F_script01_1_M017,neu,sad,neu,2,1,1,7.980000000000018,3.210000000000008,0.7393902140662403,0.17906134310787114,0.5589027982205153
Ses02F_script01_1_F019,Ses02F_script01_1_F018,Ses02F_script01_1_M017,ang,neu,neu,1,2,1,4.679999999999978,4.679999999999978,0.11953829807636307,0.1973273854352342,0.34799724258482456
Ses02F_script01_1_M021,Ses02F_script01_1_M017,Ses02F_script01_1_F019,ang,neu,ang,3,1,1,16.47999999999999,8.590000000000003,-0.31528872940106384,2.0283675263551384,0.7094831624999642
Ses02F_script01_1_F021,Ses02F_script01_1_F019,Ses02F_script01_1_M021,neu,ang,ang,2,1,1,10.610000000000014,2.0200000000000102,0.669985740898349,0.1173629138612474,0.3977162130177021
Ses02F_script01_1_M023,Ses02F_script01_1_M021,Ses02F_script01_1_F021,ang,ang,neu,2,1,0,16.950000000000017,14.930000000000007,0.993949094835653,0.08611957634457698,0.5068477429449558
Ses02F_script01_1_F025,Ses02F_script01_1_F021,Ses02F_script01_1_M023,neu,neu,ang,2,1,0,41.72,26.789999999999992,0.38623810918798274,0.3437173249146502,0.15958354622125626
Ses02F_script01_1_M025,Ses02F_script01_1_M023,Ses02F_script01_1_F025,ang,ang,neu,2,1,0,29.23999999999998,2.4499999999999886,0.9265187378993462,0.2910968103477715,0.7703917659819126
Ses02F_script01_1_F026,Ses02F_script01_1_F025,Ses02F_script01_1_M025,neu,neu,ang,2,1,0,3.693700000000007,1.2437000000000182,0.9293214039257292,0.07067877201191507,0.35013841465115547
Ses02F_script01_1_F027,Ses02F_script01_1_F026,Ses02F_script01_1_M025,neu,neu,ang,1,2,0,5.1063000000000045,5.1063000000000045,0.9955435187344193,0.002928694676059714,0.08072677627205849
Ses02F_script01_1_M027,Ses02F_script01_1_M025,Ses02F_script01_1_F027,sad,ang,neu,3,1,1,10.719999999999999,4.369999999999976,0.9275855148104026,0.3365676196482225,0.6362727545201778
Ses02F_script01_1_F028,Ses02F_script01_1_F027,Ses02F_script01_1_M027,sad,neu,sad,2,1,1,16.67999999999998,12.310000000000002,0.13680576609132244,0.7011758659626046,0.30685628950595856
Ses02F_script01_1_M029,Ses02F_script01_1_M027,Ses02F_script01_1_F028,neu,sad,sad,2,1,1,21.689999999999998,9.379999999999995,0.9501307621776645,0.06271201566052528,0.40395238250494003
Ses02F_script01_1_F036,Ses02F_script01_1_F028,Ses02F_script01_1_M029,ang,sad,neu,2,1,1,64.07,54.69,0.09479099590558487,0.6282149351949952,0.27491671591997147
Ses02F_script01_1_M036,Ses02F_script01_1_M029,Ses02F_script01_1_F036,ang,neu,ang,2,1,1,55.879999999999995,1.1899999999999977,0.7657509750776932,0.3588490380791314,0.5520428270101547
Ses02F_script01_1_F037,Ses02F_script01_1_F036,Ses02F_script01_1_M036,ang,ang,ang,2,1,0,4.28000000000003,3.090000000000032,0.7923930978009261,0.3534395934013209,0.4427027702331543
Ses02F_script01_1_M037,Ses02F_script01_1_M036,Ses02F_script01_1_F037,ang,ang,ang,2,1,0,5.270000000000039,2.180000000000007,0.915861810429988,0.18806837987389774,0.4613510388880968
Ses02F_script01_1_F038,Ses02F_script01_1_F037,Ses02F_script01_1_M037,ang,ang,ang,2,1,0,5.050000000000011,2.8700000000000045,0.976192735681229,0.03958592319886606,0.4063316769897938
Ses02F_script01_1_M038,Ses02F_script01_1_M037,Ses02F_script01_1_F038,ang,ang,ang,2,1,0,3.829999999999984,0.9599999999999795,0.9961651803552933,0.01604097111191715,0.24846338108181953
Ses02F_script01_1_M040,Ses02F_script01_1_M038,Ses02F_script01_1_F038,neu,ang,ang,1,2,1,20.600000000000023,20.600000000000023,0.21458236962556476,1.306947824746033,0.7340985280461609
Ses02F_script01_1_F040,Ses02F_script01_1_F038,Ses02F_script01_1_M040,ang,ang,neu,3,1,0,24.079999999999984,2.519999999999982,0.2843819701694187,0.338204589936881,0.5089361444115639
Ses02F_script01_1_M043,Ses02F_script01_1_M040,Ses02F_script01_1_F040,neu,neu,ang,2,1,0,23.379999999999995,20.860000000000014,0.6804002323939664,0.23884212781366632,0.41183282574638724
Ses02F_script01_1_M044,Ses02F_script01_1_M043,Ses02F_script01_1_F040,neu,neu,ang,1,2,0,6.699999999999989,6.699999999999989,-0.28170749913264104,0.6069165141616105,0.2516324818134308
Ses02F_script01_1_F044,Ses02F_script01_1_F040,Ses02F_script01_1_M044,sad,ang,neu,3,1,1,31.029999999999973,3.4699999999999704,-0.12781421946314747,0.4637424600936812,0.8551378957927227
Ses02F_script01_2_M001,pad,pad,neu,pad,pad,None,None,0,None,None,None,None,None
Ses02F_script01_2_M002,Ses02F_script01_2_M001,pad,neu,neu,pad,1,None,0,6.090000000000002,6.090000000000002,0.9992179285430896,0.003927971703760013,0.0760621428489685
Ses02F_script01_2_M004,Ses02F_script01_2_M002,pad,neu,neu,pad,1,None,0,11.61,11.61,0.9861678073437823,0.04328699945750522,0.45482730865478516
Ses02F_script01_2_F005,pad,Ses02F_script01_2_M004,ang,pad,neu,None,1,0,None,2.080000000000002,None,None,None
Ses02F_script01_2_M005,Ses02F_script01_2_M004,Ses02F_script01_2_F005,neu,neu,ang,2,1,0,5.66,3.5799999999999983,0.9404073566033665,0.27162007447732994,0.16341322660446167
Ses02F_script01_2_M006,Ses02F_script01_2_M005,Ses02F_script01_2_F005,neu,neu,ang,1,2,0,3.1199999999999974,3.1199999999999974,0.9730141645483047,0.05377506850394897,0.36778028309345245
Ses02F_script01_2_M007,Ses02F_script01_2_M006,Ses02F_script01_2_F005,neu,neu,ang,1,3,0,3.9100000000000037,3.9100000000000037,0.9789599663794603,0.09291575395700277,0.4594591408967972
Ses02F_script01_2_M008,Ses02F_script01_2_M007,Ses02F_script01_2_F005,neu,neu,ang,1,4,0,10.29,10.29,0.9290792303665805,0.1514528566408357,0.43485185503959656
Ses02F_script01_2_F012,Ses02F_script01_2_F005,Ses02F_script01_2_M008,ang,ang,neu,5,1,0,52.45,31.550000000000004,0.7877969031994212,0.19712784764643923,0.7688186019659042
Ses02F_script01_2_F013,Ses02F_script01_2_F012,Ses02F_script01_2_M008,ang,ang,neu,1,2,0,5.269999999999996,5.269999999999996,0.9827968329081463,0.004559145941423645,0.5341533590108156
Ses02F_script01_2_M016,Ses02F_script01_2_M008,Ses02F_script01_2_F013,ang,neu,ang,3,1,1,60.79,23.97,0.4291501637226822,0.8915617622640802,1.0682177413254976
Ses02F_script01_2_M017,Ses02F_script01_2_M016,Ses02F_script01_2_F013,ang,ang,ang,1,2,0,2.6099999999999994,2.6099999999999994,0.9974615617221916,0.001166621116328449,0.1409539943560958
Ses02F_script01_2_M018,Ses02F_script01_2_M017,Ses02F_script01_2_F013,ang,ang,ang,1,3,0,2.8200000000000074,2.8200000000000074,0.9981661844754743,0.0014142552397941486,0.13168168161064386
Ses02F_script01_3_M001,pad,pad,neu,pad,pad,None,None,0,None,None,None,None,None
Ses02F_script01_3_F009,pad,Ses02F_script01_3_M001,sad,pad,neu,None,1,0,None,42.16,None,None,None
Ses02F_script01_3_M010,Ses02F_script01_3_M001,Ses02F_script01_3_F009,hap,neu,sad,2,1,1,81.02000000000001,38.86000000000001,-0.20066418491137322,0.9094528154918393,0.5184235237538815
Ses02F_script01_3_F012,Ses02F_script01_3_F009,Ses02F_script01_3_M010,hap,sad,hap,2,1,1,54.25000000000001,15.39,0.6219044239453742,0.17359763158896024,0.4192992504686117
Ses02F_script01_3_F013,Ses02F_script01_3_F012,Ses02F_script01_3_M010,hap,hap,hap,1,2,0,5.239999999999995,5.239999999999995,0.32026965713093475,0.256841712098855,0.4460138361901045
Ses02F_script01_3_F014,Ses02F_script01_3_F013,Ses02F_script01_3_M010,hap,hap,hap,1,3,0,3.789999999999992,3.789999999999992,0.3360850918921531,0.2534720152009414,0.39904522709548473
Ses02F_script01_3_F016,Ses02F_script01_3_F014,Ses02F_script01_3_M010,hap,hap,hap,1,4,0,21.420000000000016,21.420000000000016,0.5054759945602094,0.4996983769778913,0.5641641672700644
Ses02F_script01_3_M020,Ses02F_script01_3_M010,Ses02F_script01_3_F016,sad,hap,hap,5,1,1,73.1779,27.33789999999999,-0.21941340388482838,0.6102660548234432,0.3489967156201601
Ses02F_script01_3_F020,Ses02F_script01_3_F016,Ses02F_script01_3_M020,sad,hap,sad,2,1,1,30.585700000000003,3.2478000000000122,-0.7701937469934159,1.6328184617359822,0.5461713932454586
Ses02F_script01_3_M021,Ses02F_script01_3_M020,Ses02F_script01_3_F020,sad,sad,sad,2,1,0,13.002100000000013,9.7543,0.5826950348160976,0.20647981907528143,0.4586479552090168
Ses02F_script01_3_F021,Ses02F_script01_3_F020,Ses02F_script01_3_M021,sad,sad,sad,2,1,0,14.304299999999984,4.549999999999983,0.9795501090706391,0.032353863968823574,0.24442999437451363
Ses02F_script01_3_M022,Ses02F_script01_3_M021,Ses02F_script01_3_F021,sad,sad,sad,2,1,0,7.289999999999992,2.740000000000009,0.0838517752315926,0.07262373003702466,0.12589700799435377
Ses02F_script01_3_F022,Ses02F_script01_3_F021,Ses02F_script01_3_M022,sad,sad,sad,2,1,0,5.560000000000002,2.819999999999993,0.9958348602481552,0.009740302950552407,0.09985458105802536
Ses02F_script01_3_M023,Ses02F_script01_3_M022,Ses02F_script01_3_F022,sad,sad,sad,2,1,0,6.219999999999999,3.4000000000000057,-0.5016048673409472,0.3178453408245781,0.16663564182817936
Ses02F_script01_3_F023,Ses02F_script01_3_F022,Ses02F_script01_3_M023,sad,sad,sad,2,1,0,10.300000000000011,6.900000000000006,0.9883600736417126,0.017689626157865943,0.17565913498401642
Ses02F_script01_3_M024,Ses02F_script01_3_M023,Ses02F_script01_3_F023,sad,sad,sad,2,1,0,9.139999999999986,2.2399999999999807,-0.6344316250759805,0.43941501697223573,0.10749404970556498
Ses02F_script01_3_F024,Ses02F_script01_3_F023,Ses02F_script01_3_M024,sad,sad,sad,2,1,0,4.609999999999985,2.3700000000000045,0.9957060809353225,0.022051550225863296,0.3164134621620178
Ses02F_script01_3_M025,Ses02F_script01_3_M024,Ses02F_script01_3_F024,sad,sad,sad,2,1,0,4.840000000000003,2.469999999999999,0.8410125223760914,0.20244179817906127,0.7614334486424923
Ses02F_script01_3_F025,Ses02F_script01_3_F024,Ses02F_script01_3_M025,sad,sad,sad,2,1,0,4.293700000000001,1.8237000000000023,0.9772218857820676,0.011740337942017683,0.37759580463171005
Ses02F_script01_3_M026,Ses02F_script01_3_M025,Ses02F_script01_3_F025,sad,sad,sad,2,1,0,4.02000000000001,2.196300000000008,0.33256918701328364,0.6769490760855336,0.6231862735003233
Ses02F_script01_3_M027,Ses02F_script01_3_M026,Ses02F_script01_3_F025,sad,sad,sad,1,2,0,6.069999999999993,6.069999999999993,0.9613155571936353,0.045129766645152475,0.40606386959552765
Ses02F_script01_3_M028,Ses02F_script01_3_M027,Ses02F_script01_3_F025,sad,sad,sad,1,3,0,14.210000000000008,14.210000000000008,0.9853842203854011,0.032468341357644315,0.27185647189617157
Ses02F_script01_3_M029,Ses02F_script01_3_M028,Ses02F_script01_3_F025,sad,sad,sad,1,4,0,9.569999999999993,9.569999999999993,0.876809674588788,0.16128102180205706,0.8088974803686142
Ses02F_script01_3_M030,Ses02F_script01_3_M029,Ses02F_script01_3_F025,sad,sad,sad,1,5,0,13.75,13.75,0.9992193177653956,0.01888864468933163,0.7084391117095947
Ses02F_script01_3_M031,Ses02F_script01_3_M030,Ses02F_script01_3_F025,sad,sad,sad,1,6,0,13.060000000000002,13.060000000000002,0.9999388746497833,0.005674631906411889,0.8373959064483643
Ses02F_script01_3_M032,Ses02F_script01_3_M031,Ses02F_script01_3_F025,sad,sad,sad,1,7,0,15.600000000000023,15.600000000000023,0.9999510156532658,0.0028961550727538282,0.7267765402793884
Ses02F_script01_3_M033,Ses02F_script01_3_M032,Ses02F_script01_3_F025,sad,sad,sad,1,8,0,18.359999999999957,18.359999999999957,0.998527449556099,0.036721747497576104,0.9534013271331787
Ses02F_script01_3_M034,Ses02F_script01_3_M033,pad,sad,sad,pad,1,None,0,12.120000000000005,12.120000000000005,0.9993284555526752,0.024351448868125486,1.0342983603477478
Ses02F_script01_3_F026,pad,Ses02F_script01_3_M034,sad,pad,sad,None,1,0,None,10.600000000000023,None,None,None
Ses02F_script01_3_F029,Ses02F_script01_3_F026,Ses02F_script01_3_M034,hap,sad,sad,1,2,1,26.25999999999999,26.25999999999999,0.14870752026340484,0.5847578118622621,0.9791992772370577
Ses02F_script02_1_M000,pad,pad,hap,pad,pad,None,None,0,None,None,None,None,None
Ses02F_script02_1_M001,Ses02F_script02_1_M000,pad,hap,hap,pad,1,None,0,3.6100000000000003,3.6100000000000003,0.1740929659629852,0.528337994933488,0.14509577862918377
Ses02F_script02_1_M002,Ses02F_script02_1_M001,pad,hap,hap,pad,1,None,0,4.17,4.17,0.4752395396056278,0.2040953472618397,0.5417893752455711
Ses02F_script02_1_M003,Ses02F_script02_1_M002,pad,hap,hap,pad,1,None,0,6.149999999999999,6.149999999999999,-0.18881849915790483,0.8494603032672432,0.7207225561141968
Ses02F_script02_1_M004,Ses02F_script02_1_M003,pad,hap,hap,pad,1,None,0,2.1799999999999997,2.1799999999999997,0.4048957132313806,0.6625187121225687,0.9318909794092178
Ses02F_script02_1_M005,Ses02F_script02_1_M004,pad,hap,hap,pad,1,None,0,5.290000000000003,5.290000000000003,0.938423814667035,0.06668484219215892,0.5044398754835129
Ses02F_script02_1_M006,Ses02F_script02_1_M005,pad,hap,hap,pad,1,None,0,4.779999999999998,4.779999999999998,0.9483117544524854,0.04187261399310627,0.2520309239625931
Ses02F_script02_1_F001,pad,Ses02F_script02_1_M006,neu,pad,hap,None,1,0,None,7.920000000000002,None,None,None
Ses02F_script02_1_M009,Ses02F_script02_1_M006,Ses02F_script02_1_F001,neu,hap,neu,2,1,1,17.54,9.619999999999997,0.2768739526571864,0.8700964923960269,0.37841273099184036
Ses02F_script02_1_M010,Ses02F_script02_1_M009,Ses02F_script02_1_F001,neu,neu,neu,1,2,0,6.359999999999999,6.359999999999999,-0.6426432634055852,1.6966780943461433,0.2484048530459404
Ses02F_script02_1_M012,Ses02F_script02_1_M010,Ses02F_script02_1_F001,neu,neu,neu,1,3,0,12.780000000000008,12.780000000000008,0.6174590488970124,0.4017021180184429,0.6096870973706245
Ses02F_script02_1_F005,Ses02F_script02_1_F001,Ses02F_script02_1_M012,neu,neu,neu,4,1,0,33.3,4.539999999999992,0.9957430844560657,0.0013320654599984025,0.06585315614938736
Ses02F_script02_1_M013,Ses02F_script02_1_M012,Ses02F_script02_1_F005,neu,neu,neu,2,1,0,6.009999999999991,1.4699999999999989,0.6040186456309362,0.49614336161428957,0.47794440388679504
Ses02F_script02_1_M014,Ses02F_script02_1_M013,Ses02F_script02_1_F005,hap,neu,neu,1,2,1,6.109999999999999,6.109999999999999,0.5279991593241707,0.4177750578241295,0.5696741007268429
Ses02F_script02_1_M015,Ses02F_script02_1_M014,Ses02F_script02_1_F005,hap,hap,neu,1,3,0,5.63000000000001,5.63000000000001,0.9150530589211252,0.35458165659176766,0.8519539274275303
Ses02F_script02_1_M016,Ses02F_script02_1_M015,Ses02F_script02_1_F005,hap,hap,neu,1,4,0,7.549999999999997,7.549999999999997,0.8096838420540553,0.14816437611219752,0.6939681321382523
Ses02F_script02_1_M017,Ses02F_script02_1_M016,Ses02F_script02_1_F005,neu,hap,neu,1,5,1,7.1499999999999915,7.1499999999999915,0.039940626086584774,1.592476989420697,0.3932272922247648
Ses02F_script02_1_M019,Ses02F_script02_1_M017,Ses02F_script02_1_F005,neu,neu,neu,1,6,0,12.700000000000003,12.700000000000003,0.6779472846223973,0.8237536079334022,0.5681161861866713
Ses02F_script02_1_M020,Ses02F_script02_1_M019,Ses02F_script02_1_F005,neu,neu,neu,1,7,0,1.7999999999999972,1.7999999999999972,0.965492251062753,0.19198941833991934,0.8220730870962143
Ses02F_script02_1_M021,Ses02F_script02_1_M020,Ses02F_script02_1_F005,neu,neu,neu,1,8,0,2.730000000000004,2.730000000000004,0.8937535380104906,0.32580505568850826,0.7854186408221722
Ses02F_script02_1_M024,Ses02F_script02_1_M021,pad,hap,neu,pad,1,None,1,19.059999999999988,19.059999999999988,0.914460332605596,0.04277618648752333,0.42162303999066353
Ses02F_script02_1_M025,Ses02F_script02_1_M024,pad,hap,hap,pad,1,None,0,12.780000000000001,12.780000000000001,0.9288186971447119,0.08993324244367197,0.5491063818335533
Ses02F_script02_1_M026,Ses02F_script02_1_M025,pad,hap,hap,pad,1,None,0,9.380000000000024,9.380000000000024,0.9676138380151311,0.024787100279777687,0.3206029161810875
Ses02F_script02_1_M028,Ses02F_script02_1_M026,pad,hap,hap,pad,1,None,0,12.179999999999978,12.179999999999978,0.9418061630993344,0.09892527396811586,0.5327275469899178
Ses02F_script02_1_M031,Ses02F_script02_1_M028,pad,neu,hap,pad,1,None,1,19.05000000000001,19.05000000000001,0.9954406563942465,0.12720812683544488,0.6008461862802505
Ses02F_script02_1_M033,Ses02F_script02_1_M031,pad,neu,neu,pad,1,None,0,21.150000000000006,21.150000000000006,0.7817331404704702,0.1581467959602521,0.2638428248465061
Ses02F_script02_1_F019,pad,Ses02F_script02_1_M033,neu,pad,neu,None,1,0,None,1.2800000000000011,None,None,None
Ses02F_script02_1_M035,Ses02F_script02_1_M033,Ses02F_script02_1_F019,hap,neu,neu,2,1,1,9.199999999999989,7.9199999999999875,0.980931513518903,0.03119371200677193,0.35499994829297066
Ses02F_script02_1_M036,Ses02F_script02_1_M035,Ses02F_script02_1_F019,hap,hap,neu,1,2,0,4.509999999999991,4.509999999999991,0.9321746545797606,0.18810257141393338,0.473134845495224
Ses02F_script02_1_M039,Ses02F_script02_1_M036,Ses02F_script02_1_F019,hap,hap,neu,1,3,0,22.03,22.03,0.45991736182150045,0.9681464510940686,0.30346305668354034
Ses02F_script02_1_M040,Ses02F_script02_1_M039,Ses02F_script02_1_F019,hap,hap,neu,1,4,0,14.570000000000022,14.570000000000022,0.7497630348200472,0.11908929337024587,0.24871889501810074
Ses02F_script02_1_M041,Ses02F_script02_1_M040,Ses02F_script02_1_F019,hap,hap,neu,1,5,0,9.96999999999997,9.96999999999997,0.9547813558757627,0.034941712937703956,0.37411900609731674
Ses02F_script02_1_M042,Ses02F_script02_1_M041,Ses02F_script02_1_F019,hap,hap,neu,1,6,0,8.5,8.5,0.9882774762624121,0.024633160579308894,0.42230018228292465
Ses02F_script02_1_M043,Ses02F_script02_1_M042,Ses02F_script02_1_F019,neu,hap,neu,1,7,1,5.740000000000009,5.740000000000009,-0.540251242704566,1.363427483650182,1.2941156402230263
Ses02F_script02_1_F021,Ses02F_script02_1_F019,Ses02F_script02_1_M043,neu,neu,neu,8,1,0,74.97,1.7300000000000182,0.343666880650902,0.37176593955257325,0.4292600303888321
Ses02F_script02_1_M044,Ses02F_script02_1_M043,Ses02F_script02_1_F021,neu,neu,neu,2,1,0,2.8500000000000227,1.1200000000000045,-0.6239031163531189,0.13104812075093267,0.19732630252838135
Ses02F_script02_2_M000,pad,pad,hap,pad,pad,None,None,0,None,None,None,None,None
Ses02F_script02_2_F000,pad,Ses02F_script02_2_M000,neu,pad,hap,None,1,0,None,2.0600000000000005,None,None,None
Ses02F_script02_2_M001,Ses02F_script02_2_M000,Ses02F_script02_2_F000,neu,hap,neu,2,1,1,3.49,1.4299999999999997,0.6682043064844957,0.375244848137267,0.3912622295320034
Ses02F_script02_2_M002,Ses02F_script02_2_M001,Ses02F_script02_2_F000,neu,neu,neu,1,2,0,3.6799999999999997,3.6799999999999997,0.9252566285071739,0.1760837369011683,0.30095428228378296
Ses02F_script02_2_M003,Ses02F_script02_2_M002,Ses02F_script02_2_F000,neu,neu,neu,1,3,0,9.799999999999999,9.799999999999999,0.9573029072853438,0.15698618709015508,0.4273033142089844
Ses02F_script02_2_M005,Ses02F_script02_2_M003,Ses02F_script02_2_F000,neu,neu,neu,1,4,0,17.49,17.49,0.19107998428591572,1.2410706797057252,0.714652456343174
Ses02F_script02_2_F005,Ses02F_script02_2_F000,Ses02F_script02_2_M005,ang,neu,neu,5,1,1,38.88,6.480000000000004,0.3035254951516434,1.0011239216969856,1.5567983984947205
Ses02F_script02_2_F006,Ses02F_script02_2_F005,Ses02F_script02_2_M005,ang,ang,neu,1,2,0,7.990000000000002,7.990000000000002,0.9322172857094013,0.03560532739110409,0.6443343907594681
Ses02F_script02_2_M007,Ses02F_script02_2_M005,Ses02F_script02_2_F006,neu,neu,ang,3,1,0,18.82,4.349999999999994,0.19428585181305552,1.5020955714412199,0.7473581433296204
Ses02F_script02_2_M009,Ses02F_script02_2_M007,Ses02F_script02_2_F006,neu,neu,ang,1,2,0,17.49000000000001,17.49000000000001,0.9834741040132137,0.040785999772691706,0.3139079287648201
Ses02F_script02_2_M010,Ses02F_script02_2_M009,Ses02F_script02_2_F006,neu,neu,ang,1,3,0,4.359999999999999,4.359999999999999,0.7660316631534034,0.4782256082737004,0.8824987486004829
Ses02F_script02_2_F011,Ses02F_script02_2_F006,Ses02F_script02_2_M010,ang,ang,neu,4,1,0,32.959999999999994,6.759999999999991,0.8910252194362269,0.03980086024946967,0.43643864057958126
Ses02F_script02_2_M013,Ses02F_script02_2_M010,Ses02F_script02_2_F011,neu,neu,ang,2,1,0,32.05999999999999,25.299999999999997,0.5432666186561627,0.3664669536691652,0.45721814036369324
Ses02F_script02_2_M016,Ses02F_script02_2_M013,Ses02F_script02_2_F011,neu,neu,ang,1,2,0,22.64,22.64,0.4200689833878475,0.8086303589287994,0.44385185837745667
Ses02F_script02_2_M017,Ses02F_script02_2_M016,Ses02F_script02_2_F011,neu,neu,ang,1,3,0,4.760000000000019,4.760000000000019,0.9377685349656997,0.060297957570662745,0.4701242372393608
Ses02F_script02_2_F015,Ses02F_script02_2_F011,Ses02F_script02_2_M017,sad,ang,neu,4,1,1,57.53,4.829999999999984,0.910137545405242,0.22360309905644454,0.8987938370555639
Ses02F_script02_2_F016,Ses02F_script02_2_F015,Ses02F_script02_2_M017,sad,sad,neu,1,2,0,6.050000000000011,6.050000000000011,0.9136622234784033,0.03851921116657031,0.247426250949502
Ses02F_script02_2_F017,Ses02F_script02_2_F016,Ses02F_script02_2_M017,sad,sad,neu,1,3,0,10.043299999999988,10.043299999999988,0.6566105326525777,0.4430065653392354,0.62953763268888
Ses02F_script02_2_F018,Ses02F_script02_2_F017,Ses02F_script02_2_M017,sad,sad,neu,1,4,0,9.556700000000006,9.556700000000006,0.7146383273427734,0.28643663627948585,0.5860695615410805
Ses02F_script02_2_M018,Ses02F_script02_2_M017,Ses02F_script02_2_F018,neu,neu,sad,5,1,0,38.69999999999999,8.219999999999999,0.497746212826894,0.4821839975468876,1.001528661698103
Ses02F_script02_2_F019,Ses02F_script02_2_F018,Ses02F_script02_2_M018,sad,sad,neu,2,1,0,9.439999999999998,1.2199999999999989,0.9413863684137198,0.07692834835460512,0.3901555370539427
Ses02F_script02_2_M019,Ses02F_script02_2_M018,Ses02F_script02_2_F019,neu,neu,sad,2,1,0,5.6200000000000045,4.400000000000006,0.2992478125236755,0.43240055345622164,0.7436838336288929
Ses02F_script02_2_M020,Ses02F_script02_2_M019,Ses02F_script02_2_F019,neu,neu,sad,1,2,0,9.069999999999993,9.069999999999993,0.9881895985327961,0.029200616637002436,0.2390693612396717
Ses02F_script02_2_F020,Ses02F_script02_2_F019,Ses02F_script02_2_M020,sad,sad,neu,3,1,0,17.94999999999999,4.47999999999999,-0.4223090286290794,0.8903709631959413,0.320486506447196
Ses02F_script02_2_M021,Ses02F_script02_2_M020,Ses02F_script02_2_F020,neu,neu,sad,2,1,0,9.069999999999993,4.590000000000003,0.9754610992747422,0.0713223088788159,0.3267813799902797
Ses02F_script02_2_F021,Ses02F_script02_2_F020,Ses02F_script02_2_M021,sad,sad,neu,2,1,0,9.680000000000007,5.090000000000003,-0.512276873240094,0.8340069470204867,0.22155877947807312
Ses02F_script02_2_M022,Ses02F_script02_2_M021,Ses02F_script02_2_F021,neu,neu,sad,2,1,0,6.189999999999998,1.0999999999999943,0.995912010935837,0.029894688618444284,0.30566736310720444
Ses02F_script02_2_F022,Ses02F_script02_2_F021,Ses02F_script02_2_M022,sad,sad,neu,2,1,0,2.3300000000000125,1.2300000000000182,0.9866838276702756,0.03080105462603069,0.2833578363060951
Ses02F_script02_2_M023,Ses02F_script02_2_M022,Ses02F_script02_2_F022,neu,neu,sad,2,1,0,2.0600000000000023,0.8299999999999841,-0.21326200160603753,0.3869079196632398,0.27841253485530615
Ses02F_script02_2_F024,Ses02F_script02_2_F022,Ses02F_script02_2_M023,sad,sad,neu,2,1,0,4.4599999999999795,3.6299999999999955,0.8523477903235277,0.03958060716653085,0.17823592573404312
Ses02F_script02_2_M029,Ses02F_script02_2_M023,Ses02F_script02_2_F024,ang,neu,sad,2,1,1,18.629999999999995,15.0,-0.7046853905556862,2.6283611237342988,1.782711647450924
Ses02F_script02_2_M031,Ses02F_script02_2_M029,Ses02F_script02_2_F024,sad,ang,sad,1,2,1,22.689999999999998,22.689999999999998,0.8465872935922762,1.1106519157251564,1.49619809538126
Ses02F_script02_2_M033,Ses02F_script02_2_M031,Ses02F_script02_2_F024,neu,sad,sad,1,3,1,22.930000000000007,22.930000000000007,0.8040946905633772,0.13638435062949633,0.7130912616848946
Ses02F_script02_2_M034,Ses02F_script02_2_M033,Ses02F_script02_2_F024,neu,neu,sad,1,4,0,6.310000000000002,6.310000000000002,0.9788389541286232,0.06313501393536798,0.3195216506719589
Ses02F_script02_2_F031,Ses02F_script02_2_F024,Ses02F_script02_2_M034,sad,sad,neu,5,1,0,68.37650000000002,1.4465000000000146,-0.6249030403400248,1.5284715649482097,0.9807940572500229
Ses02F_script02_2_M035,Ses02F_script02_2_M034,Ses02F_script02_2_F031,sad,neu,sad,2,1,1,6.199999999999989,4.753499999999974,0.9897221840389039,0.03689430392189669,0.0976952314376831
Ses02F_script02_2_M036,Ses02F_script02_2_M035,Ses02F_script02_2_F031,sad,sad,sad,1,2,0,16.600000000000023,16.600000000000023,0.478946851435614,0.46135690087615716,0.6501220799982548
Ses02F_script02_2_F033,Ses02F_script02_2_F031,Ses02F_script02_2_M036,sad,sad,sad,3,1,0,23.803499999999985,2.4499999999999886,-0.6991346298029705,2.061975980947569,0.8817130625247955
