center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift
Ses04_frustration_14_B_030,Ses04_frustration_14_B_027,Ses04_frustration_14_A_025,Anger,Anger,Neutral,1,2,0
Ses04_frustration_15_A_001,pad,pad,Neutral,pad,pad,None,None,0
Ses04_frustration_15_A_003,Ses04_frustration_15_A_001,pad,Neutral,Neutral,pad,1,None,0
Ses04_frustration_15_A_005,Ses04_frustration_15_A_003,pad,Neutral,Neutral,pad,1,None,0
Ses04_frustration_15_A_006,Ses04_frustration_15_A_005,pad,Neutral,Neutral,pad,1,None,0
Ses04_frustration_15_A_007,Ses04_frustration_15_A_006,pad,Neutral,Neutral,pad,1,None,0
Ses04_frustration_15_A_009,Ses04_frustration_15_A_007,pad,Neutral,Neutral,pad,1,None,0
Ses04_frustration_15_B_010,pad,Ses04_frustration_15_A_009,Neutral,pad,Neutral,None,1,0
Ses04_frustration_15_A_011,Ses04_frustration_15_A_009,Ses04_frustration_15_B_010,Neutral,Neutral,Neutral,2,1,0
Ses04_frustration_15_B_015,Ses04_frustration_15_B_010,Ses04_frustration_15_A_011,Happiness,Neutral,Neutral,2,1,1
Ses04_frustration_15_A_016,Ses04_frustration_15_A_011,Ses04_frustration_15_B_015,Happiness,Neutral,Happiness,2,1,1
Ses04_frustration_15_A_018,Ses04_frustration_15_A_016,Ses04_frustration_15_B_015,Happiness,Happiness,Happiness,1,2,0
Ses04_frustration_15_A_020,Ses04_frustration_15_A_018,Ses04_frustration_15_B_015,Neutral,Happiness,Happiness,1,3,1
Ses04_frustration_15_B_021,Ses04_frustration_15_B_015,Ses04_frustration_15_A_020,Neutral,Happiness,Neutral,4,1,1
Ses04_frustration_15_A_022,Ses04_frustration_15_A_020,Ses04_frustration_15_B_021,Happiness,Neutral,Neutral,2,1,1
Ses04_frustration_15_B_023,Ses04_frustration_15_B_021,Ses04_frustration_15_A_022,Neutral,Neutral,Happiness,2,1,0
Ses04_frustration_15_A_024,Ses04_frustration_15_A_022,Ses04_frustration_15_B_023,Happiness,Happiness,Neutral,2,1,0
Ses04_frustration_15_A_025,Ses04_frustration_15_A_024,Ses04_frustration_15_B_023,Neutral,Happiness,Neutral,1,2,1
Ses04_frustration_15_B_026,Ses04_frustration_15_B_023,Ses04_frustration_15_A_025,Neutral,Neutral,Neutral,3,1,0
Ses04_frustration_15_B_027,Ses04_frustration_15_B_026,Ses04_frustration_15_A_025,Neutral,Neutral,Neutral,1,2,0
Ses04_frustration_15_A_028,Ses04_frustration_15_A_025,Ses04_frustration_15_B_027,Neutral,Neutral,Neutral,3,1,0
Ses04_frustration_15_B_029,Ses04_frustration_15_B_027,Ses04_frustration_15_A_028,Neutral,Neutral,Neutral,2,1,0
Ses04_frustration_15_A_030,Ses04_frustration_15_A_028,Ses04_frustration_15_B_029,Neutral,Neutral,Neutral,2,1,0
Ses04_frustration_15_B_031,Ses04_frustration_15_B_029,Ses04_frustration_15_A_030,Neutral,Neutral,Neutral,2,1,0
Ses04_frustration_15_A_032,Ses04_frustration_15_A_030,Ses04_frustration_15_B_031,Neutral,Neutral,Neutral,2,1,0
Ses04_frustration_15_A_033,Ses04_frustration_15_A_032,Ses04_frustration_15_B_031,Neutral,Neutral,Neutral,1,2,0
Ses04_frustration_15_B_034,Ses04_frustration_15_B_031,Ses04_frustration_15_A_033,Neutral,Neutral,Neutral,3,1,0
Ses04_frustration_15_A_035,Ses04_frustration_15_A_033,Ses04_frustration_15_B_034,Neutral,Neutral,Neutral,2,1,0
Ses04_frustration_15_A_038,Ses04_frustration_15_A_035,Ses04_frustration_15_B_034,Neutral,Neutral,Neutral,1,2,0
Ses04_frustration_15_A_039,Ses04_frustration_15_A_038,Ses04_frustration_15_B_034,Neutral,Neutral,Neutral,1,3,0
Ses04_frustration_16_A_001,pad,pad,Neutral,pad,pad,None,None,0
Ses04_frustration_16_A_002,Ses04_frustration_16_A_001,pad,Neutral,Neutral,pad,1,None,0
Ses04_frustration_16_B_003,pad,Ses04_frustration_16_A_002,Sadness,pad,Neutral,None,1,0
Ses04_frustration_16_A_004,Ses04_frustration_16_A_002,Ses04_frustration_16_B_003,Neutral,Neutral,Sadness,2,1,0
Ses04_frustration_16_A_005,Ses04_frustration_16_A_004,Ses04_frustration_16_B_003,Neutral,Neutral,Sadness,1,2,0
Ses04_frustration_16_B_006,Ses04_frustration_16_B_003,Ses04_frustration_16_A_005,Sadness,Sadness,Neutral,3,1,0
Ses04_frustration_16_A_007,Ses04_frustration_16_A_005,Ses04_frustration_16_B_006,Neutral,Neutral,Sadness,2,1,0
Ses04_frustration_16_A_008,Ses04_frustration_16_A_007,Ses04_frustration_16_B_006,Neutral,Neutral,Sadness,1,2,0
Ses04_frustration_16_A_009,Ses04_frustration_16_A_008,Ses04_frustration_16_B_006,Neutral,Neutral,Sadness,1,3,0
Ses04_frustration_16_A_010,Ses04_frustration_16_A_009,Ses04_frustration_16_B_006,Neutral,Neutral,Sadness,1,4,0
Ses04_frustration_16_B_011,Ses04_frustration_16_B_006,Ses04_frustration_16_A_010,Sadness,Sadness,Neutral,5,1,0
Ses04_frustration_16_A_012,Ses04_frustration_16_A_010,Ses04_frustration_16_B_011,Neutral,Neutral,Sadness,2,1,0
Ses04_frustration_16_A_013,Ses04_frustration_16_A_012,Ses04_frustration_16_B_011,Neutral,Neutral,Sadness,1,2,0
Ses04_frustration_16_A_014,Ses04_frustration_16_A_013,Ses04_frustration_16_B_011,Neutral,Neutral,Sadness,1,3,0
Ses04_frustration_16_A_015,Ses04_frustration_16_A_014,Ses04_frustration_16_B_011,Neutral,Neutral,Sadness,1,4,0
Ses04_frustration_16_B_016,Ses04_frustration_16_B_011,Ses04_frustration_16_A_015,Happiness,Sadness,Neutral,5,1,1
Ses04_frustration_16_A_017,Ses04_frustration_16_A_015,Ses04_frustration_16_B_016,Happiness,Neutral,Happiness,2,1,1
Ses04_frustration_16_B_018,Ses04_frustration_16_B_016,Ses04_frustration_16_A_017,Sadness,Happiness,Happiness,2,1,1
Ses04_frustration_16_B_019,Ses04_frustration_16_B_018,Ses04_frustration_16_A_017,Sadness,Sadness,Happiness,1,2,0
Ses04_frustration_16_B_020,Ses04_frustration_16_B_019,Ses04_frustration_16_A_017,Sadness,Sadness,Happiness,1,3,0
Ses04_frustration_16_A_021,Ses04_frustration_16_A_017,Ses04_frustration_16_B_020,Neutral,Happiness,Sadness,4,1,1
Ses04_frustration_16_B_022,Ses04_frustration_16_B_020,Ses04_frustration_16_A_021,Sadness,Sadness,Neutral,2,1,0
Ses04_frustration_16_B_023,Ses04_frustration_16_B_022,Ses04_frustration_16_A_021,Sadness,Sadness,Neutral,1,2,0
Ses04_frustration_16_A_024,Ses04_frustration_16_A_021,Ses04_frustration_16_B_023,Neutral,Neutral,Sadness,3,1,0
Ses04_frustration_16_B_025,Ses04_frustration_16_B_023,Ses04_frustration_16_A_024,Sadness,Sadness,Neutral,2,1,0
Ses04_frustration_16_B_026,Ses04_frustration_16_B_025,Ses04_frustration_16_A_024,Sadness,Sadness,Neutral,1,2,0
Ses01_frustration_22_B_001,pad,pad,Neutral,pad,pad,None,None,0
Ses01_frustration_22_A_002,pad,Ses01_frustration_22_B_001,Neutral,pad,Neutral,None,1,0
Ses01_frustration_22_B_003,Ses01_frustration_22_B_001,Ses01_frustration_22_A_002,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_B_004,Ses01_frustration_22_B_003,Ses01_frustration_22_A_002,Neutral,Neutral,Neutral,1,2,0
Ses01_frustration_22_A_005,Ses01_frustration_22_A_002,Ses01_frustration_22_B_004,Neutral,Neutral,Neutral,3,1,0
Ses01_frustration_22_B_006,Ses01_frustration_22_B_004,Ses01_frustration_22_A_005,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_B_008,Ses01_frustration_22_B_006,Ses01_frustration_22_A_005,Neutral,Neutral,Neutral,1,2,0
Ses01_frustration_22_B_010,Ses01_frustration_22_B_008,Ses01_frustration_22_A_005,Neutral,Neutral,Neutral,1,3,0
Ses01_frustration_22_B_012,Ses01_frustration_22_B_010,Ses01_frustration_22_A_005,Neutral,Neutral,Neutral,1,4,0
Ses01_frustration_22_B_016,Ses01_frustration_22_B_012,Ses01_frustration_22_A_005,Neutral,Neutral,Neutral,1,5,0
Ses01_frustration_22_A_017,Ses01_frustration_22_A_005,Ses01_frustration_22_B_016,Neutral,Neutral,Neutral,6,1,0
Ses01_frustration_22_B_018,Ses01_frustration_22_B_016,Ses01_frustration_22_A_017,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_A_019,Ses01_frustration_22_A_017,Ses01_frustration_22_B_018,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_B_020,Ses01_frustration_22_B_018,Ses01_frustration_22_A_019,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_B_022,Ses01_frustration_22_B_020,Ses01_frustration_22_A_019,Neutral,Neutral,Neutral,1,2,0
Ses01_frustration_22_B_024,Ses01_frustration_22_B_022,Ses01_frustration_22_A_019,Neutral,Neutral,Neutral,1,3,0
Ses01_frustration_22_B_025,Ses01_frustration_22_B_024,Ses01_frustration_22_A_019,Neutral,Neutral,Neutral,1,4,0
Ses01_frustration_22_A_026,Ses01_frustration_22_A_019,Ses01_frustration_22_B_025,Neutral,Neutral,Neutral,5,1,0
Ses01_frustration_22_B_027,Ses01_frustration_22_B_025,Ses01_frustration_22_A_026,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_B_030,Ses01_frustration_22_B_027,Ses01_frustration_22_A_026,Neutral,Neutral,Neutral,1,2,0
Ses01_frustration_22_B_032,Ses01_frustration_22_B_030,Ses01_frustration_22_A_026,Neutral,Neutral,Neutral,1,3,0
Ses01_frustration_22_B_033,Ses01_frustration_22_B_032,Ses01_frustration_22_A_026,Neutral,Neutral,Neutral,1,4,0
Ses01_frustration_22_B_034,Ses01_frustration_22_B_033,Ses01_frustration_22_A_026,Neutral,Neutral,Neutral,1,5,0
Ses01_frustration_22_B_036,Ses01_frustration_22_B_034,Ses01_frustration_22_A_026,Neutral,Neutral,Neutral,1,6,0
Ses01_frustration_22_A_037,Ses01_frustration_22_A_026,Ses01_frustration_22_B_036,Neutral,Neutral,Neutral,7,1,0
Ses01_frustration_22_B_038,Ses01_frustration_22_B_036,Ses01_frustration_22_A_037,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_B_040,Ses01_frustration_22_B_038,Ses01_frustration_22_A_037,Neutral,Neutral,Neutral,1,2,0
Ses01_frustration_22_B_042,Ses01_frustration_22_B_040,Ses01_frustration_22_A_037,Neutral,Neutral,Neutral,1,3,0
Ses01_frustration_22_B_044,Ses01_frustration_22_B_042,Ses01_frustration_22_A_037,Neutral,Neutral,Neutral,1,4,0
Ses01_frustration_22_A_045,Ses01_frustration_22_A_037,Ses01_frustration_22_B_044,Neutral,Neutral,Neutral,5,1,0
Ses01_frustration_22_B_046,Ses01_frustration_22_B_044,Ses01_frustration_22_A_045,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_A_047,Ses01_frustration_22_A_045,Ses01_frustration_22_B_046,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_B_048,Ses01_frustration_22_B_046,Ses01_frustration_22_A_047,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_B_049,Ses01_frustration_22_B_048,Ses01_frustration_22_A_047,Neutral,Neutral,Neutral,1,2,0
Ses01_frustration_22_A_050,Ses01_frustration_22_A_047,Ses01_frustration_22_B_049,Neutral,Neutral,Neutral,3,1,0
Ses01_frustration_22_A_051,Ses01_frustration_22_A_050,Ses01_frustration_22_B_049,Neutral,Neutral,Neutral,1,2,0
Ses01_frustration_22_A_052,Ses01_frustration_22_A_051,Ses01_frustration_22_B_049,Neutral,Neutral,Neutral,1,3,0
Ses01_frustration_22_B_053,Ses01_frustration_22_B_049,Ses01_frustration_22_A_052,Neutral,Neutral,Neutral,4,1,0
Ses01_frustration_22_A_054,Ses01_frustration_22_A_052,Ses01_frustration_22_B_053,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_A_055,Ses01_frustration_22_A_054,Ses01_frustration_22_B_053,Neutral,Neutral,Neutral,1,2,0
Ses01_frustration_22_B_056,Ses01_frustration_22_B_053,Ses01_frustration_22_A_055,Neutral,Neutral,Neutral,3,1,0
Ses01_frustration_22_A_057,Ses01_frustration_22_A_055,Ses01_frustration_22_B_056,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_B_058,Ses01_frustration_22_B_056,Ses01_frustration_22_A_057,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_B_059,Ses01_frustration_22_B_058,Ses01_frustration_22_A_057,Neutral,Neutral,Neutral,1,2,0
Ses01_frustration_22_A_060,Ses01_frustration_22_A_057,Ses01_frustration_22_B_059,Neutral,Neutral,Neutral,3,1,0
Ses01_frustration_22_A_062,Ses01_frustration_22_A_060,Ses01_frustration_22_B_059,Neutral,Neutral,Neutral,1,2,0
Ses01_frustration_22_B_063,Ses01_frustration_22_B_059,Ses01_frustration_22_A_062,Neutral,Neutral,Neutral,3,1,0
Ses01_frustration_22_B_065,Ses01_frustration_22_B_063,Ses01_frustration_22_A_062,Neutral,Neutral,Neutral,1,2,0
Ses01_frustration_22_B_066,Ses01_frustration_22_B_065,Ses01_frustration_22_A_062,Neutral,Neutral,Neutral,1,3,0
Ses01_frustration_22_A_070,Ses01_frustration_22_A_062,Ses01_frustration_22_B_066,Neutral,Neutral,Neutral,4,1,0
Ses01_frustration_22_B_071,Ses01_frustration_22_B_066,Ses01_frustration_22_A_070,Neutral,Neutral,Neutral,2,1,0
Ses01_frustration_22_A_072,Ses01_frustration_22_A_070,Ses01_frustration_22_B_071,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_01_B_002,pad,pad,Happiness,pad,pad,None,None,0
Ses01_happy_01_B_003,Ses01_happy_01_B_002,pad,Happiness,Happiness,pad,1,None,0
Ses01_happy_01_B_004,Ses01_happy_01_B_003,pad,Neutral,Happiness,pad,1,None,1
Ses01_happy_01_B_005,Ses01_happy_01_B_004,pad,Neutral,Neutral,pad,1,None,0
Ses01_happy_01_B_006,Ses01_happy_01_B_005,pad,Neutral,Neutral,pad,1,None,0
Ses01_happy_01_B_007,Ses01_happy_01_B_006,pad,Neutral,Neutral,pad,1,None,0
Ses01_happy_01_B_008,Ses01_happy_01_B_007,pad,Neutral,Neutral,pad,1,None,0
Ses01_happy_01_B_009,Ses01_happy_01_B_008,pad,Neutral,Neutral,pad,1,None,0
Ses01_happy_01_B_010,Ses01_happy_01_B_009,pad,Happiness,Neutral,pad,1,None,1
Ses01_happy_01_A_015,pad,Ses01_happy_01_B_010,Happiness,pad,Happiness,None,1,0
Ses01_happy_01_B_019,Ses01_happy_01_B_010,Ses01_happy_01_A_015,Neutral,Happiness,Happiness,2,1,1
Ses01_happy_01_B_022,Ses01_happy_01_B_019,Ses01_happy_01_A_015,Happiness,Neutral,Happiness,1,2,1
Ses01_happy_01_A_023,Ses01_happy_01_A_015,Ses01_happy_01_B_022,Neutral,Happiness,Happiness,3,1,1
Ses01_happy_01_B_024,Ses01_happy_01_B_022,Ses01_happy_01_A_023,Happiness,Happiness,Neutral,2,1,0
Ses01_happy_01_A_027,Ses01_happy_01_A_023,Ses01_happy_01_B_024,Neutral,Neutral,Happiness,2,1,0
Ses01_happy_01_B_029,Ses01_happy_01_B_024,Ses01_happy_01_A_027,Neutral,Happiness,Neutral,2,1,1
Ses01_happy_01_A_031,Ses01_happy_01_A_027,Ses01_happy_01_B_029,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_01_B_035,Ses01_happy_01_B_029,Ses01_happy_01_A_031,Happiness,Neutral,Neutral,2,1,1
Ses01_happy_01_A_038,Ses01_happy_01_A_031,Ses01_happy_01_B_035,Happiness,Neutral,Happiness,2,1,1
Ses01_happy_01_B_039,Ses01_happy_01_B_035,Ses01_happy_01_A_038,Neutral,Happiness,Happiness,2,1,1
Ses01_happy_01_A_042,Ses01_happy_01_A_038,Ses01_happy_01_B_039,Neutral,Happiness,Neutral,2,1,1
Ses01_happy_01_B_043,Ses01_happy_01_B_039,Ses01_happy_01_A_042,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_01_A_044,Ses01_happy_01_A_042,Ses01_happy_01_B_043,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_01_B_045,Ses01_happy_01_B_043,Ses01_happy_01_A_044,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_01_B_046,Ses01_happy_01_B_045,Ses01_happy_01_A_044,Neutral,Neutral,Neutral,1,2,0
Ses01_happy_01_B_047,Ses01_happy_01_B_046,Ses01_happy_01_A_044,Neutral,Neutral,Neutral,1,3,0
Ses01_happy_01_B_048,Ses01_happy_01_B_047,Ses01_happy_01_A_044,Neutral,Neutral,Neutral,1,4,0
Ses01_happy_01_B_049,Ses01_happy_01_B_048,Ses01_happy_01_A_044,Neutral,Neutral,Neutral,1,5,0
Ses01_happy_01_A_050,Ses01_happy_01_A_044,Ses01_happy_01_B_049,Neutral,Neutral,Neutral,6,1,0
Ses01_happy_01_B_052,Ses01_happy_01_B_049,Ses01_happy_01_A_050,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_01_B_053,Ses01_happy_01_B_052,Ses01_happy_01_A_050,Neutral,Neutral,Neutral,1,2,0
Ses01_happy_01_A_054,Ses01_happy_01_A_050,Ses01_happy_01_B_053,Neutral,Neutral,Neutral,3,1,0
Ses01_happy_02_B_001,pad,pad,Neutral,pad,pad,None,None,0
Ses01_happy_02_B_002,Ses01_happy_02_B_001,pad,Neutral,Neutral,pad,1,None,0
Ses01_happy_02_B_003,Ses01_happy_02_B_002,pad,Neutral,Neutral,pad,1,None,0
Ses01_happy_02_A_004,pad,Ses01_happy_02_B_003,Neutral,pad,Neutral,None,1,0
Ses01_happy_02_A_005,Ses01_happy_02_A_004,Ses01_happy_02_B_003,Happiness,Neutral,Neutral,1,2,1
Ses01_happy_02_B_006,Ses01_happy_02_B_003,Ses01_happy_02_A_005,Neutral,Neutral,Happiness,3,1,0
Ses01_happy_02_A_007,Ses01_happy_02_A_005,Ses01_happy_02_B_006,Neutral,Happiness,Neutral,2,1,1
Ses01_happy_02_B_008,Ses01_happy_02_B_006,Ses01_happy_02_A_007,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_02_B_009,Ses01_happy_02_B_008,Ses01_happy_02_A_007,Neutral,Neutral,Neutral,1,2,0
Ses01_happy_02_A_010,Ses01_happy_02_A_007,Ses01_happy_02_B_009,Neutral,Neutral,Neutral,3,1,0
Ses01_happy_02_B_011,Ses01_happy_02_B_009,Ses01_happy_02_A_010,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_02_A_012,Ses01_happy_02_A_010,Ses01_happy_02_B_011,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_02_B_014,Ses01_happy_02_B_011,Ses01_happy_02_A_012,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_02_A_015,Ses01_happy_02_A_012,Ses01_happy_02_B_014,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_02_A_017,Ses01_happy_02_A_015,Ses01_happy_02_B_014,Neutral,Neutral,Neutral,1,2,0
Ses01_happy_02_B_018,Ses01_happy_02_B_014,Ses01_happy_02_A_017,Neutral,Neutral,Neutral,3,1,0
Ses01_happy_02_A_019,Ses01_happy_02_A_017,Ses01_happy_02_B_018,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_02_A_021,Ses01_happy_02_A_019,Ses01_happy_02_B_018,Neutral,Neutral,Neutral,1,2,0
Ses01_happy_02_A_023,Ses01_happy_02_A_021,Ses01_happy_02_B_018,Neutral,Neutral,Neutral,1,3,0
Ses01_happy_02_A_026,Ses01_happy_02_A_023,Ses01_happy_02_B_018,Happiness,Neutral,Neutral,1,4,1
Ses01_happy_02_A_028,Ses01_happy_02_A_026,Ses01_happy_02_B_018,Happiness,Happiness,Neutral,1,5,0
Ses01_happy_02_A_029,Ses01_happy_02_A_028,Ses01_happy_02_B_018,Happiness,Happiness,Neutral,1,6,0
Ses01_happy_02_B_030,Ses01_happy_02_B_018,Ses01_happy_02_A_029,Neutral,Neutral,Happiness,7,1,0
Ses01_happy_02_B_032,Ses01_happy_02_B_030,Ses01_happy_02_A_029,Neutral,Neutral,Happiness,1,2,0
Ses01_happy_02_A_034,Ses01_happy_02_A_029,Ses01_happy_02_B_032,Happiness,Happiness,Neutral,3,1,0
Ses01_happy_02_B_035,Ses01_happy_02_B_032,Ses01_happy_02_A_034,Neutral,Neutral,Happiness,2,1,0
Ses01_happy_02_A_036,Ses01_happy_02_A_034,Ses01_happy_02_B_035,Happiness,Happiness,Neutral,2,1,0
Ses01_happy_02_B_037,Ses01_happy_02_B_035,Ses01_happy_02_A_036,Neutral,Neutral,Happiness,2,1,0
Ses01_happy_02_A_039,Ses01_happy_02_A_036,Ses01_happy_02_B_037,Happiness,Happiness,Neutral,2,1,0
Ses01_happy_02_B_040,Ses01_happy_02_B_037,Ses01_happy_02_A_039,Neutral,Neutral,Happiness,2,1,0
Ses01_happy_02_A_041,Ses01_happy_02_A_039,Ses01_happy_02_B_040,Happiness,Happiness,Neutral,2,1,0
Ses01_happy_02_A_044,Ses01_happy_02_A_041,Ses01_happy_02_B_040,Happiness,Happiness,Neutral,1,2,0
Ses01_happy_02_B_045,Ses01_happy_02_B_040,Ses01_happy_02_A_044,Neutral,Neutral,Happiness,3,1,0
Ses01_happy_02_A_046,Ses01_happy_02_A_044,Ses01_happy_02_B_045,Happiness,Happiness,Neutral,2,1,0
Ses01_happy_02_A_047,Ses01_happy_02_A_046,Ses01_happy_02_B_045,Neutral,Happiness,Neutral,1,2,1
Ses01_happy_02_B_049,Ses01_happy_02_B_045,Ses01_happy_02_A_047,Neutral,Neutral,Neutral,3,1,0
Ses01_happy_02_A_050,Ses01_happy_02_A_047,Ses01_happy_02_B_049,Happiness,Neutral,Neutral,2,1,1
Ses01_happy_02_A_052,Ses01_happy_02_A_050,Ses01_happy_02_B_049,Happiness,Happiness,Neutral,1,2,0
Ses01_happy_02_B_053,Ses01_happy_02_B_049,Ses01_happy_02_A_052,Happiness,Neutral,Happiness,3,1,1
Ses01_happy_02_A_054,Ses01_happy_02_A_052,Ses01_happy_02_B_053,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_B_056,Ses01_happy_02_B_053,Ses01_happy_02_A_054,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_A_057,Ses01_happy_02_A_054,Ses01_happy_02_B_056,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_B_058,Ses01_happy_02_B_056,Ses01_happy_02_A_057,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_A_059,Ses01_happy_02_A_057,Ses01_happy_02_B_058,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_B_060,Ses01_happy_02_B_058,Ses01_happy_02_A_059,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_A_061,Ses01_happy_02_A_059,Ses01_happy_02_B_060,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_A_063,Ses01_happy_02_A_061,Ses01_happy_02_B_060,Happiness,Happiness,Happiness,1,2,0
Ses01_happy_02_B_065,Ses01_happy_02_B_060,Ses01_happy_02_A_063,Happiness,Happiness,Happiness,3,1,0
Ses01_happy_02_A_066,Ses01_happy_02_A_063,Ses01_happy_02_B_065,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_B_067,Ses01_happy_02_B_065,Ses01_happy_02_A_066,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_A_068,Ses01_happy_02_A_066,Ses01_happy_02_B_067,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_B_069,Ses01_happy_02_B_067,Ses01_happy_02_A_068,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_A_071,Ses01_happy_02_A_068,Ses01_happy_02_B_069,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_A_072,Ses01_happy_02_A_071,Ses01_happy_02_B_069,Happiness,Happiness,Happiness,1,2,0
Ses01_happy_02_B_073,Ses01_happy_02_B_069,Ses01_happy_02_A_072,Happiness,Happiness,Happiness,3,1,0
Ses01_happy_02_A_074,Ses01_happy_02_A_072,Ses01_happy_02_B_073,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_02_A_076,Ses01_happy_02_A_074,Ses01_happy_02_B_073,Anger,Happiness,Happiness,1,2,1
Ses01_happy_02_B_077,Ses01_happy_02_B_073,Ses01_happy_02_A_076,Happiness,Happiness,Anger,3,1,0
Ses01_happy_02_A_079,Ses01_happy_02_A_076,Ses01_happy_02_B_077,Happiness,Anger,Happiness,2,1,1
Ses01_happy_02_A_080,Ses01_happy_02_A_079,Ses01_happy_02_B_077,Happiness,Happiness,Happiness,1,2,0
Ses01_happy_03_A_004,pad,pad,Happiness,pad,pad,None,None,0
Ses01_happy_03_B_005,pad,Ses01_happy_03_A_004,Neutral,pad,Happiness,None,1,0
Ses01_happy_03_A_006,Ses01_happy_03_A_004,Ses01_happy_03_B_005,Neutral,Happiness,Neutral,2,1,1
Ses01_happy_03_B_007,Ses01_happy_03_B_005,Ses01_happy_03_A_006,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_03_A_008,Ses01_happy_03_A_006,Ses01_happy_03_B_007,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_03_B_009,Ses01_happy_03_B_007,Ses01_happy_03_A_008,Neutral,Neutral,Neutral,2,1,0
Ses01_happy_03_B_010,Ses01_happy_03_B_009,Ses01_happy_03_A_008,Neutral,Neutral,Neutral,1,2,0
Ses01_happy_03_B_012,Ses01_happy_03_B_010,Ses01_happy_03_A_008,Happiness,Neutral,Neutral,1,3,1
Ses01_happy_03_B_014,Ses01_happy_03_B_012,Ses01_happy_03_A_008,Happiness,Happiness,Neutral,1,4,0
Ses01_happy_03_B_015,Ses01_happy_03_B_014,Ses01_happy_03_A_008,Happiness,Happiness,Neutral,1,5,0
Ses01_happy_03_B_017,Ses01_happy_03_B_015,Ses01_happy_03_A_008,Happiness,Happiness,Neutral,1,6,0
Ses01_happy_03_B_018,Ses01_happy_03_B_017,Ses01_happy_03_A_008,Happiness,Happiness,Neutral,1,7,0
Ses01_happy_03_B_019,Ses01_happy_03_B_018,Ses01_happy_03_A_008,Happiness,Happiness,Neutral,1,8,0
Ses01_happy_03_B_021,Ses01_happy_03_B_019,pad,Happiness,Happiness,pad,1,None,0
Ses01_happy_03_B_023,Ses01_happy_03_B_021,pad,Happiness,Happiness,pad,1,None,0
Ses01_happy_03_B_025,Ses01_happy_03_B_023,pad,Happiness,Happiness,pad,1,None,0
Ses01_happy_03_B_026,Ses01_happy_03_B_025,pad,Happiness,Happiness,pad,1,None,0
Ses01_happy_03_A_028,pad,Ses01_happy_03_B_026,Happiness,pad,Happiness,None,1,0
Ses01_happy_03_B_029,Ses01_happy_03_B_026,Ses01_happy_03_A_028,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_03_A_030,Ses01_happy_03_A_028,Ses01_happy_03_B_029,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_03_B_031,Ses01_happy_03_B_029,Ses01_happy_03_A_030,Happiness,Happiness,Happiness,2,1,0
Ses01_happy_03_B_034,Ses01_happy_03_B_031,Ses01_happy_03_A_030,Happiness,Happiness,Happiness,1,2,0
Ses01_happy_03_A_035,Ses01_happy_03_A_030,Ses01_happy_03_B_034,Happiness,Happiness,Happiness,3,1,0
Ses01_happy_03_B_037,Ses01_happy_03_B_034,Ses01_happy_03_A_035,Happiness,Happiness,Happiness,2,1,0
