center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,cosine_similarity,kl_divergence,earth_mover_dist
Ses02F_script03_1_M022,Ses02F_script03_1_M021,Ses02F_script03_1_F019,hap,neu,hap,1,2,1,0.9153648018836975,0.07571951299905777,0.36746987141668797
Ses02F_script03_1_M023,Ses02F_script03_1_M022,Ses02F_script03_1_F019,hap,hap,hap,1,3,0,0.5683658123016357,0.7605031728744507,0.4123889431357384
Ses02F_script03_1_F020,Ses02F_script03_1_F019,Ses02F_script03_1_M023,hap,hap,hap,4,1,0,0.39773058891296387,0.6492058634757996,0.19682638719677925
Ses02F_script03_1_M024,Ses02F_script03_1_M023,Ses02F_script03_1_F020,neu,hap,hap,2,1,1,0.7895244359970093,0.25405353307724,0.2728332504630089
Ses02F_script03_1_F021,Ses02F_script03_1_F020,Ses02F_script03_1_M024,hap,hap,neu,2,1,0,0.036582380533218384,0.5483488440513611,0.22575452830642462
Ses02F_script03_1_M025,Ses02F_script03_1_M024,Ses02F_script03_1_F021,neu,neu,hap,2,1,0,0.551527202129364,0.5141565203666687,0.48943173326551914
Ses02F_script03_1_F022,Ses02F_script03_1_F021,Ses02F_script03_1_M025,hap,hap,neu,2,1,0,0.8181517720222473,0.15975484251976013,0.6040582759305835
Ses02F_script03_1_M026,Ses02F_script03_1_M025,Ses02F_script03_1_F022,neu,neu,hap,2,1,0,0.8978414535522461,0.1153695210814476,0.46559168957173824
Ses02F_script03_1_F023,Ses02F_script03_1_F022,Ses02F_script03_1_M026,hap,hap,neu,2,1,0,-0.6378250122070312,3.2564945220947266,0.6177574023604393
Ses02F_script03_1_F024,Ses02F_script03_1_F023,Ses02F_script03_1_M026,hap,hap,neu,1,2,0,0.837867021560669,0.16787439584732056,0.5202999114990234
Ses02F_script03_1_M028,Ses02F_script03_1_M026,Ses02F_script03_1_F024,neu,neu,hap,3,1,0,0.9287991523742676,0.07624342292547226,0.29566292464733124
Ses02F_script03_1_F025,Ses02F_script03_1_F024,Ses02F_script03_1_M028,hap,hap,neu,2,1,0,0.7459958791732788,0.6472227573394775,1.0379241909831762
Ses02F_script03_1_M029,Ses02F_script03_1_M028,Ses02F_script03_1_F025,neu,neu,hap,2,1,0,0.9218443036079407,0.07723361998796463,0.37463289499282837
Ses02F_script03_1_F026,Ses02F_script03_1_F025,Ses02F_script03_1_M029,hap,hap,neu,2,1,0,0.2627055048942566,0.23181839287281036,0.6249958034604788
Ses02F_script03_1_F027,Ses02F_script03_1_F026,Ses02F_script03_1_M029,neu,hap,neu,1,2,1,0.7771812677383423,0.22790677845478058,0.5945982728153467
Ses02F_script03_1_M031,Ses02F_script03_1_M029,Ses02F_script03_1_F027,neu,neu,neu,3,1,0,0.9088932275772095,0.28719061613082886,0.5313462316989899
Ses02F_script03_1_F028,Ses02F_script03_1_F027,Ses02F_script03_1_M031,hap,neu,neu,2,1,1,0.8866010308265686,0.052370548248291016,0.4108316209167242
Ses02F_script03_1_M032,Ses02F_script03_1_M031,Ses02F_script03_1_F028,hap,neu,hap,2,1,1,0.9519374370574951,0.10663653910160065,0.4530787169933319
Ses02F_script03_1_F029,Ses02F_script03_1_F028,Ses02F_script03_1_M032,hap,hap,hap,2,1,0,0.9911905527114868,0.02531544119119644,0.3162410631775856
Ses02F_script03_1_M033,Ses02F_script03_1_M032,Ses02F_script03_1_F029,neu,hap,hap,2,1,1,0.9335670471191406,0.2053374946117401,0.5446231365203857
Ses02F_script03_1_M034,Ses02F_script03_1_M033,Ses02F_script03_1_F029,neu,neu,hap,1,2,0,0.6498023271560669,0.619126558303833,1.0956051796674728
Ses02F_script03_2_M000,pad,pad,neu,pad,pad,None,None,0,1.0,0.0,0.0
Ses02F_script03_2_M001,Ses02F_script03_2_M000,pad,neu,neu,pad,1,None,0,-0.2754741907119751,1.8425995111465454,0.7388607691973448
Ses02F_script03_2_M006,Ses02F_script03_2_M001,pad,ang,neu,pad,1,None,1,0.9125317931175232,0.06869443506002426,0.40342805720865726
Ses02F_script03_2_M007,Ses02F_script03_2_M006,pad,ang,ang,pad,1,None,0,0.9794426560401917,0.009018762037158012,0.2992170676589012
Ses02F_script03_2_F007,pad,Ses02F_script03_2_M007,neu,pad,ang,None,1,0,1.0,0.0,0.0
Ses02F_script03_2_M009,Ses02F_script03_2_M007,Ses02F_script03_2_F007,neu,ang,neu,2,1,1,0.17337001860141754,1.5689244270324707,0.8778881803154945
Ses02F_script03_2_M011,Ses02F_script03_2_M009,Ses02F_script03_2_F007,neu,neu,neu,1,2,0,0.18136602640151978,0.3531579375267029,0.39073824509978294
Ses02F_script03_2_F011,Ses02F_script03_2_F007,Ses02F_script03_2_M011,neu,neu,neu,3,1,0,0.47228166460990906,0.16175109148025513,0.2108040675520897
Ses02F_script03_2_F012,Ses02F_script03_2_F011,Ses02F_script03_2_M011,neu,neu,neu,1,2,0,0.21329927444458008,0.285957008600235,0.30458223074674606
Ses02F_script03_2_M013,Ses02F_script03_2_M011,Ses02F_script03_2_F012,ang,neu,neu,3,1,1,-0.3587929606437683,0.7324367165565491,0.25823861733078957
Ses02F_script03_2_F013,Ses02F_script03_2_F012,Ses02F_script03_2_M013,ang,neu,ang,2,1,1,-0.8447508811950684,1.5609098672866821,0.6601707264780998
Ses02F_script03_2_F014,Ses02F_script03_2_F013,Ses02F_script03_2_M013,ang,ang,ang,1,2,0,0.848881721496582,0.16422297060489655,0.617218904197216
Ses02F_script03_2_F016,Ses02F_script03_2_F014,Ses02F_script03_2_M013,hap,ang,ang,1,3,1,-0.7472007274627686,1.5192700624465942,0.6200388297438622
Ses02F_script03_2_F018,Ses02F_script03_2_F016,Ses02F_script03_2_M013,ang,hap,ang,1,4,1,-0.6814956068992615,1.9073402881622314,0.7763901203870773
Ses02F_script03_2_F020,Ses02F_script03_2_F018,Ses02F_script03_2_M013,ang,ang,ang,1,5,0,0.9722638130187988,0.18722063302993774,0.5930085312575102
Ses02F_script03_2_F025,Ses02F_script03_2_F020,Ses02F_script03_2_M013,ang,ang,ang,1,6,0,0.8342277407646179,0.17693030834197998,0.7153573352843523
Ses02F_script03_2_M027,Ses02F_script03_2_M013,Ses02F_script03_2_F025,ang,ang,ang,7,1,0,0.739192008972168,0.5999407172203064,0.898673951625824
Ses02F_script03_2_F029,Ses02F_script03_2_F025,Ses02F_script03_2_M027,ang,ang,ang,2,1,0,-0.24956101179122925,2.3652184009552,0.6235326621681452
Ses02F_script03_2_M030,Ses02F_script03_2_M027,Ses02F_script03_2_F029,ang,ang,ang,2,1,0,0.9526715278625488,0.22838637232780457,0.5212820768356323
Ses02F_script03_2_F031,Ses02F_script03_2_F029,Ses02F_script03_2_M030,ang,ang,ang,2,1,0,-0.6377196311950684,1.1346194744110107,0.841831598430872
Ses02F_script03_2_F034,Ses02F_script03_2_F031,Ses02F_script03_2_M030,ang,ang,ang,1,2,0,-0.37382107973098755,0.7360872030258179,0.6724692080169916
Ses02F_script03_2_M036,Ses02F_script03_2_M030,Ses02F_script03_2_F034,ang,ang,ang,3,1,0,0.793089747428894,0.2777421474456787,0.4929075166583061
Ses02F_script03_2_F035,Ses02F_script03_2_F034,Ses02F_script03_2_M036,ang,ang,ang,2,1,0,0.7659563422203064,0.16249701380729675,0.4342844784259796
Ses02F_script03_2_M037,Ses02F_script03_2_M036,Ses02F_script03_2_F035,ang,ang,ang,2,1,0,0.4604508876800537,0.8233439326286316,0.9421374127268791
Ses02F_script03_2_F036,Ses02F_script03_2_F035,Ses02F_script03_2_M037,ang,ang,ang,2,1,0,0.6597126126289368,0.4626835882663727,1.0568661987781525
Ses02F_script03_2_M038,Ses02F_script03_2_M037,Ses02F_script03_2_F036,ang,ang,ang,2,1,0,0.9779658317565918,0.005968429148197174,0.2765597850084305
Ses02F_script03_2_F037,Ses02F_script03_2_F036,Ses02F_script03_2_M038,ang,ang,ang,2,1,0,0.9862797856330872,0.004010958597064018,0.2241412028670311
Ses02F_script03_2_M039,Ses02F_script03_2_M038,Ses02F_script03_2_F037,ang,ang,ang,2,1,0,0.932944118976593,0.054953187704086304,0.3815712258219719
Ses02F_script03_2_F038,Ses02F_script03_2_F037,Ses02F_script03_2_M039,ang,ang,ang,2,1,0,0.9644086956977844,0.00831178855150938,0.19532578438520432
Ses02F_script03_2_F039,Ses02F_script03_2_F038,Ses02F_script03_2_M039,ang,ang,ang,1,2,0,0.9967608451843262,0.0033880239352583885,0.15683060884475708
Ses02F_script03_2_M041,Ses02F_script03_2_M039,Ses02F_script03_2_F039,ang,ang,ang,3,1,0,0.9942526817321777,0.012711184099316597,0.2068112064152956
Ses02F_script03_2_F040,Ses02F_script03_2_F039,Ses02F_script03_2_M041,ang,ang,ang,2,1,0,0.997514009475708,0.0021811891347169876,0.14367252588272095
Ses02F_script03_2_M042,Ses02F_script03_2_M041,Ses02F_script03_2_F040,ang,ang,ang,2,1,0,0.9865361452102661,0.010376687161624432,0.2745451685041189
Ses02F_script03_2_F041,Ses02F_script03_2_F040,Ses02F_script03_2_M042,ang,ang,ang,2,1,0,0.9883861541748047,0.012155929580330849,0.23424682021141052
Ses02F_script03_2_M043,Ses02F_script03_2_M042,Ses02F_script03_2_F041,ang,ang,ang,2,1,0,0.9875070452690125,0.0027491713408380747,0.21987813897430897
Ses02F_script03_2_F042,Ses02F_script03_2_F041,Ses02F_script03_2_M043,ang,ang,ang,2,1,0,0.7788611650466919,0.1365576684474945,0.38129815459251404
Ses02F_script03_2_M044,Ses02F_script03_2_M043,Ses02F_script03_2_F042,ang,ang,ang,2,1,0,0.9958351850509644,0.03590409830212593,0.33070778474211693
Ses02F_script03_2_F043,Ses02F_script03_2_F042,Ses02F_script03_2_M044,ang,ang,ang,2,1,0,0.9528822898864746,0.044447556138038635,0.4519134759902954
Ses02F_script03_2_M045,Ses02F_script03_2_M044,Ses02F_script03_2_F043,ang,ang,ang,2,1,0,0.8309699296951294,0.3210389316082001,0.6657259482890368
Ses02F_script03_2_M046,Ses02F_script03_2_M045,Ses02F_script03_2_F043,ang,ang,ang,1,2,0,0.9369433522224426,0.1440570056438446,0.38484475016593933
Ses02F_script03_2_M047,Ses02F_script03_2_M046,Ses02F_script03_2_F043,ang,ang,ang,1,3,0,0.955974817276001,0.057215843349695206,0.3292115554213524
Ses02M_impro01_F000,pad,pad,neu,pad,pad,None,None,0,1.0,0.0,0.0
Ses02M_impro01_M001,pad,Ses02M_impro01_F000,neu,pad,neu,None,1,0,1.0,0.0,0.0
Ses02M_impro01_M002,Ses02M_impro01_M001,Ses02M_impro01_F000,neu,neu,neu,1,2,0,0.8941785097122192,0.24027681350708008,0.5976077765226364
Ses02M_impro01_F001,Ses02M_impro01_F000,Ses02M_impro01_M002,neu,neu,neu,3,1,0,0.8752657175064087,0.08651865273714066,0.4948696568608284
Ses02M_impro01_F002,Ses02M_impro01_F001,Ses02M_impro01_M002,neu,neu,neu,1,2,0,0.20116662979125977,0.41025233268737793,0.4919133335351944
Ses02M_impro01_M003,Ses02M_impro01_M002,Ses02M_impro01_F002,neu,neu,neu,3,1,0,0.8608728051185608,0.12598256766796112,0.5336520746350288
Ses02M_impro01_F003,Ses02M_impro01_F002,Ses02M_impro01_M003,neu,neu,neu,2,1,0,0.7087178826332092,0.10172120481729507,0.45119251124560833
Ses02M_impro01_M004,Ses02M_impro01_M003,Ses02M_impro01_F003,neu,neu,neu,2,1,0,0.42277345061302185,1.4078333377838135,0.6150571331381798
Ses02M_impro01_F004,Ses02M_impro01_F003,Ses02M_impro01_M004,neu,neu,neu,2,1,0,-0.1084812805056572,1.5643645524978638,1.2456505540758371
Ses02M_impro01_M005,Ses02M_impro01_M004,Ses02M_impro01_F004,neu,neu,neu,2,1,0,0.974876344203949,0.027674568817019463,0.4055712893605232
Ses02M_impro01_F005,Ses02M_impro01_F004,Ses02M_impro01_M005,neu,neu,neu,2,1,0,-0.26434099674224854,2.396552324295044,0.6687291041016579
Ses02M_impro01_F006,Ses02M_impro01_F005,Ses02M_impro01_M005,neu,neu,neu,1,2,0,0.6084531545639038,0.20281687378883362,0.3381192088127136
Ses02M_impro01_M007,Ses02M_impro01_M005,Ses02M_impro01_F006,ang,neu,neu,3,1,1,0.816325306892395,0.2692268192768097,0.6423037722706795
Ses02M_impro01_M008,Ses02M_impro01_M007,Ses02M_impro01_F006,ang,ang,neu,1,2,0,0.8478067517280579,0.12079401314258575,0.5906195491552353
Ses02M_impro01_M009,Ses02M_impro01_M008,Ses02M_impro01_F006,ang,ang,neu,1,3,0,0.8986559510231018,0.061197567731142044,0.40295781195163727
Ses02M_impro01_M010,Ses02M_impro01_M009,Ses02M_impro01_F006,ang,ang,neu,1,4,0,0.8127137422561646,0.2618609666824341,0.7442454174160957
Ses02M_impro01_M011,Ses02M_impro01_M010,Ses02M_impro01_F006,ang,ang,neu,1,5,0,0.9614300727844238,0.057989105582237244,0.3891229182481766
Ses02M_impro01_F015,Ses02M_impro01_F006,Ses02M_impro01_M011,neu,neu,ang,6,1,0,0.6260433793067932,0.3856986463069916,0.5845983326435089
Ses02M_impro01_F016,Ses02M_impro01_F015,Ses02M_impro01_M011,neu,neu,ang,1,2,0,0.49836280941963196,0.3551856279373169,0.5921112447977066
Ses02M_impro01_M018,Ses02M_impro01_M011,Ses02M_impro01_F016,ang,ang,neu,3,1,0,0.48123204708099365,1.3304202556610107,0.3090805336833
Ses02M_impro01_M019,Ses02M_impro01_M018,Ses02M_impro01_F016,ang,ang,neu,1,2,0,0.6150566339492798,1.1758995056152344,0.269501656293869
Ses02M_impro02_F000,pad,pad,sad,pad,pad,None,None,0,1.0,0.0,0.0
Ses02M_impro02_M000,pad,Ses02M_impro02_F000,sad,pad,sad,None,1,0,1.0,0.0,0.0
Ses02M_impro02_F001,Ses02M_impro02_F000,Ses02M_impro02_M000,sad,sad,sad,2,1,0,0.1198655366897583,0.9590421915054321,0.4853281304240227
Ses02M_impro02_F002,Ses02M_impro02_F001,Ses02M_impro02_M000,sad,sad,sad,1,2,0,0.9294664859771729,0.21468313038349152,0.4785415232181549
Ses02M_impro02_M001,Ses02M_impro02_M000,Ses02M_impro02_F002,sad,sad,sad,3,1,0,0.8362568020820618,0.11098899692296982,0.2642537709325552
Ses02M_impro02_F003,Ses02M_impro02_F002,Ses02M_impro02_M001,sad,sad,sad,2,1,0,0.9390244483947754,0.03581324219703674,0.4172572884708643
Ses02M_impro02_M002,Ses02M_impro02_M001,Ses02M_impro02_F003,sad,sad,sad,2,1,0,0.992355465888977,0.0034877550788223743,0.1459907591342926
Ses02M_impro02_F004,Ses02M_impro02_F003,Ses02M_impro02_M002,sad,sad,sad,2,1,0,0.8385869860649109,0.09909132868051529,0.29229231365025043
Ses02M_impro02_F005,Ses02M_impro02_F004,Ses02M_impro02_M002,sad,sad,sad,1,2,0,0.7799769639968872,0.06916586309671402,0.12059740535914898
Ses02M_impro02_F006,Ses02M_impro02_F005,Ses02M_impro02_M002,sad,sad,sad,1,3,0,0.9559439420700073,0.02798490971326828,0.28664826415479183
Ses02M_impro02_F007,Ses02M_impro02_F006,Ses02M_impro02_M002,sad,sad,sad,1,4,0,0.9730246067047119,0.05442257970571518,0.4171954672783613
Ses02M_impro02_M007,Ses02M_impro02_M002,Ses02M_impro02_F007,sad,sad,sad,5,1,0,0.9954251050949097,0.010368414223194122,0.21650610864162445
Ses02M_impro02_F008,Ses02M_impro02_F007,Ses02M_impro02_M007,sad,sad,sad,2,1,0,0.93067467212677,0.06751008331775665,0.5534770023077726
Ses02M_impro02_M008,Ses02M_impro02_M007,Ses02M_impro02_F008,sad,sad,sad,2,1,0,0.6755573153495789,0.5205420255661011,0.29669290967285633
Ses02M_impro02_M009,Ses02M_impro02_M008,Ses02M_impro02_F008,sad,sad,sad,1,2,0,0.616004467010498,0.7399665713310242,0.3208717629313469
Ses02M_impro02_F009,Ses02M_impro02_F008,Ses02M_impro02_M009,sad,sad,sad,3,1,0,0.9187915325164795,0.027061596512794495,0.4925611689686775
Ses02M_impro02_F010,Ses02M_impro02_F009,Ses02M_impro02_M009,sad,sad,sad,1,2,0,0.9985817670822144,0.0027404893189668655,0.15593842417001724
Ses02M_impro02_M013,Ses02M_impro02_M009,Ses02M_impro02_F010,sad,sad,sad,3,1,0,0.8058378100395203,0.4048168659210205,0.5984413474798203
Ses02M_impro02_M014,Ses02M_impro02_M013,Ses02M_impro02_F010,neu,sad,sad,1,2,1,0.8985809087753296,0.22182372212409973,0.6044691223651171
Ses02M_impro02_F012,Ses02M_impro02_F010,Ses02M_impro02_M014,sad,sad,neu,3,1,0,0.8287887573242188,0.5830773711204529,0.5948031842708588
Ses02M_impro02_F013,Ses02M_impro02_F012,Ses02M_impro02_M014,sad,sad,neu,1,2,0,0.6651862859725952,0.5818203091621399,0.7477638050913811
Ses02M_impro02_M017,Ses02M_impro02_M014,Ses02M_impro02_F013,sad,neu,sad,3,1,1,0.9317966103553772,0.09719209372997284,0.49081442318856716
Ses02M_impro02_M018,Ses02M_impro02_M017,Ses02M_impro02_F013,sad,sad,sad,1,2,0,0.9730045199394226,0.010038342326879501,0.2879203837364912
Ses02M_impro02_F014,Ses02M_impro02_F013,Ses02M_impro02_M018,sad,sad,sad,3,1,0,0.9832255840301514,0.028583623468875885,0.5319275707006454
Ses02M_impro03_M000,pad,pad,hap,pad,pad,None,None,0,1.0,0.0,0.0
Ses02M_impro03_F000,pad,Ses02M_impro03_M000,hap,pad,hap,None,1,0,1.0,0.0,0.0
Ses02M_impro03_M001,Ses02M_impro03_M000,Ses02M_impro03_F000,hap,hap,hap,2,1,0,0.9969181418418884,0.0022217994555830956,0.17473191022872925
Ses02M_impro03_F001,Ses02M_impro03_F000,Ses02M_impro03_M001,hap,hap,hap,2,1,0,0.9821347594261169,0.006291976198554039,0.08651397377252579
Ses02M_impro03_F003,Ses02M_impro03_F001,Ses02M_impro03_M001,hap,hap,hap,1,2,0,0.9658867120742798,0.02742091938853264,0.3022969290614128
Ses02M_impro03_F004,Ses02M_impro03_F003,Ses02M_impro03_M001,hap,hap,hap,1,3,0,0.7538049221038818,0.5764166116714478,0.8977663069963455
Ses02M_impro03_M005,Ses02M_impro03_M001,Ses02M_impro03_F004,hap,hap,hap,4,1,0,0.6672834753990173,0.9995843768119812,0.9040549397468567
Ses02M_impro03_F005,Ses02M_impro03_F004,Ses02M_impro03_M005,hap,hap,hap,2,1,0,0.22445788979530334,0.6291872262954712,0.7144201174378395
Ses02M_impro03_F007,Ses02M_impro03_F005,Ses02M_impro03_M005,hap,hap,hap,1,2,0,-0.1777283400297165,0.9243724942207336,0.9989817887544632
Ses02M_impro03_F008,Ses02M_impro03_F007,Ses02M_impro03_M005,hap,hap,hap,1,3,0,0.8218033313751221,0.11419785022735596,0.32257996313273907
Ses02M_impro03_M008,Ses02M_impro03_M005,Ses02M_impro03_F008,hap,hap,hap,4,1,0,0.6451728343963623,0.372292697429657,0.8376059532165527
Ses02M_impro03_M009,Ses02M_impro03_M008,Ses02M_impro03_F008,hap,hap,hap,1,2,0,0.9574900269508362,0.016654644161462784,0.3863176926970482
Ses02M_impro03_M010,Ses02M_impro03_M009,Ses02M_impro03_F008,hap,hap,hap,1,3,0,0.979750394821167,0.014796119183301926,0.3369271904230118
Ses02M_impro03_M011,Ses02M_impro03_M010,Ses02M_impro03_F008,hap,hap,hap,1,4,0,0.8792412281036377,0.5164855718612671,0.8617911115288734
Ses02M_impro03_F011,Ses02M_impro03_F008,Ses02M_impro03_M011,hap,hap,hap,5,1,0,0.8939676880836487,0.17212828993797302,0.6989748235791922
Ses02M_impro03_M012,Ses02M_impro03_M011,Ses02M_impro03_F011,hap,hap,hap,2,1,0,0.7439492344856262,0.2520866394042969,0.6350863445550203
Ses02M_impro03_F012,Ses02M_impro03_F011,Ses02M_impro03_M012,hap,hap,hap,2,1,0,0.9914869070053101,0.0023804937954992056,0.07046905159950256
Ses02M_impro03_F013,Ses02M_impro03_F012,Ses02M_impro03_M012,hap,hap,hap,1,2,0,0.9954919815063477,0.00575269153341651,0.27960288524627686
Ses02M_impro03_M014,Ses02M_impro03_M012,Ses02M_impro03_F013,hap,hap,hap,3,1,0,0.9443453550338745,0.0537063330411911,0.49693569354712963
Ses02M_impro03_M015,Ses02M_impro03_M014,Ses02M_impro03_F013,hap,hap,hap,1,2,0,0.9956863522529602,0.0015058714197948575,0.21544227004051208
Ses02M_impro03_M016,Ses02M_impro03_M015,Ses02M_impro03_F013,hap,hap,hap,1,3,0,0.9756599068641663,0.005079314112663269,0.3503471538424492
Ses02M_impro03_F014,Ses02M_impro03_F013,Ses02M_impro03_M016,hap,hap,hap,4,1,0,0.9817765951156616,0.01168655976653099,0.28787316381931305
Ses02M_impro03_M017,Ses02M_impro03_M016,Ses02M_impro03_F014,hap,hap,hap,2,1,0,0.9808831214904785,0.1136336624622345,0.5695353969931602
Ses02M_impro03_F015,Ses02M_impro03_F014,Ses02M_impro03_M017,hap,hap,hap,2,1,0,0.886732280254364,0.1562008261680603,0.4233115240931511
Ses02M_impro03_M018,Ses02M_impro03_M017,Ses02M_impro03_F015,hap,hap,hap,2,1,0,0.9627764225006104,0.0701582282781601,0.36293335258960724
Ses02M_impro03_F016,Ses02M_impro03_F015,Ses02M_impro03_M018,hap,hap,hap,2,1,0,0.9791991710662842,0.006600318010896444,0.18412898294627666
Ses02M_impro03_M019,Ses02M_impro03_M018,Ses02M_impro03_F016,hap,hap,hap,2,1,0,0.9310792088508606,0.12063085287809372,0.49630353786051273
Ses02M_impro03_F017,Ses02M_impro03_F016,Ses02M_impro03_M019,hap,hap,hap,2,1,0,0.8511317372322083,0.05456839129328728,0.22050149738788605
Ses02M_impro03_M020,Ses02M_impro03_M019,Ses02M_impro03_F017,hap,hap,hap,2,1,0,0.938993513584137,0.03471752256155014,0.40953266993165016
Ses02M_impro03_F018,Ses02M_impro03_F017,Ses02M_impro03_M020,hap,hap,hap,2,1,0,0.9557029604911804,0.08030348271131516,0.6149561312049627
Ses02M_impro03_M021,Ses02M_impro03_M020,Ses02M_impro03_F018,hap,hap,hap,2,1,0,0.9749948382377625,0.052089933305978775,0.511402627453208
Ses02M_impro03_F020,Ses02M_impro03_F018,Ses02M_impro03_M021,hap,hap,hap,2,1,0,0.6408265233039856,1.1544679403305054,1.0595352500677109
Ses02M_impro03_M024,Ses02M_impro03_M021,Ses02M_impro03_F020,hap,hap,hap,2,1,0,0.9102043509483337,0.03923844173550606,0.4580313116312027
Ses02M_impro03_F023,Ses02M_impro03_F020,Ses02M_impro03_M024,hap,hap,hap,2,1,0,0.5246774554252625,0.5559787154197693,0.9119352102279663
Ses02M_impro03_M026,Ses02M_impro03_M024,Ses02M_impro03_F023,hap,hap,hap,2,1,0,0.9668789505958557,0.005438883788883686,0.2653303761035204
Ses02M_impro03_F024,Ses02M_impro03_F023,Ses02M_impro03_M026,hap,hap,hap,2,1,0,0.9953484535217285,0.0031474512070417404,0.18760565668344498
Ses02M_impro03_M027,Ses02M_impro03_M026,Ses02M_impro03_F024,hap,hap,hap,2,1,0,0.9899376630783081,0.003530054586008191,0.19625472091138363
Ses02M_impro03_M028,Ses02M_impro03_M027,Ses02M_impro03_F024,hap,hap,hap,1,2,0,0.9795606136322021,0.0071176933124661446,0.30771178007125854
Ses02M_impro03_M030,Ses02M_impro03_M028,Ses02M_impro03_F024,hap,hap,hap,1,3,0,0.9538989067077637,0.025682352483272552,0.2579214386641979
Ses02M_impro03_F028,Ses02M_impro03_F024,Ses02M_impro03_M030,hap,hap,hap,4,1,0,0.9869143962860107,0.020643122494220734,0.3612121306359768
Ses02M_impro03_M031,Ses02M_impro03_M030,Ses02M_impro03_F028,hap,hap,hap,2,1,0,0.982464611530304,0.012077728286385536,0.2971486710011959
Ses02M_impro04_F000,pad,pad,neu,pad,pad,None,None,0,1.0,0.0,0.0
Ses02M_impro04_F001,Ses02M_impro04_F000,pad,neu,neu,pad,1,None,0,0.4818587899208069,1.1762969493865967,0.8322062715888023
Ses02M_impro04_F002,Ses02M_impro04_F001,pad,neu,neu,pad,1,None,0,-0.796479344367981,1.7473337650299072,0.39971768856048584
Ses02M_impro04_F003,Ses02M_impro04_F002,pad,neu,neu,pad,1,None,0,0.8657635450363159,0.27046412229537964,0.5343907102942467
Ses02M_impro04_F004,Ses02M_impro04_F003,pad,neu,neu,pad,1,None,0,0.9459257125854492,0.007031188812106848,0.38497359305620193
Ses02M_impro04_F005,Ses02M_impro04_F004,pad,neu,neu,pad,1,None,0,0.8815078139305115,0.19432386755943298,0.611096054315567
Ses02M_impro04_F006,Ses02M_impro04_F005,pad,neu,neu,pad,1,None,0,0.9839898347854614,0.10637477040290833,0.4099372699856758
Ses02M_impro04_F007,Ses02M_impro04_F006,pad,neu,neu,pad,1,None,0,-0.13384154438972473,1.7955206632614136,0.4610643610358238
Ses02M_impro04_F008,Ses02M_impro04_F007,pad,neu,neu,pad,1,None,0,-0.45416396856307983,1.2365331649780273,0.17589766532182693
Ses02M_impro04_F009,Ses02M_impro04_F008,pad,sad,neu,pad,1,None,1,0.19257596135139465,0.5084542632102966,0.3649202287197113
Ses02M_impro04_M014,pad,Ses02M_impro04_F009,sad,pad,sad,None,1,0,1.0,0.0,0.0
Ses02M_impro04_F010,Ses02M_impro04_F009,Ses02M_impro04_M014,neu,sad,sad,2,1,1,-0.19278842210769653,0.7992950677871704,0.7950234189629555
Ses02M_impro04_F011,Ses02M_impro04_F010,Ses02M_impro04_M014,neu,neu,sad,1,2,0,0.8721489906311035,0.23527076840400696,0.6745670065283775
Ses02M_impro04_F012,Ses02M_impro04_F011,Ses02M_impro04_M014,neu,neu,sad,1,3,0,0.9964544177055359,0.0011433316394686699,0.03869256377220154
Ses02M_impro04_M019,Ses02M_impro04_M014,Ses02M_impro04_F012,ang,sad,neu,4,1,1,0.08494004607200623,0.4887525737285614,0.4072651043534279
Ses02M_impro04_F014,Ses02M_impro04_F012,Ses02M_impro04_M019,neu,neu,ang,2,1,0,-0.04452209174633026,1.6129316091537476,0.8680235520005226
Ses02M_impro04_F015,Ses02M_impro04_F014,Ses02M_impro04_M019,neu,neu,ang,1,2,0,0.2545032501220703,0.4166720509529114,0.19638773798942566
Ses02M_impro04_F016,Ses02M_impro04_F015,Ses02M_impro04_M019,neu,neu,ang,1,3,0,0.06308133900165558,0.4219970703125,0.39056437462568283
Ses02M_impro04_M022,Ses02M_impro04_M019,Ses02M_impro04_F016,sad,ang,neu,4,1,1,-0.937612771987915,2.583921194076538,1.0959133598953485
Ses02M_impro05_M000,pad,pad,neu,pad,pad,None,None,0,1.0,0.0,0.0
Ses02M_impro05_F000,pad,Ses02M_impro05_M000,neu,pad,neu,None,1,0,1.0,0.0,0.0
Ses02M_impro05_M001,Ses02M_impro05_M000,Ses02M_impro05_F000,neu,neu,neu,2,1,0,0.9474554657936096,0.01885352097451687,0.33869175612926483
Ses02M_impro05_F001,Ses02M_impro05_F000,Ses02M_impro05_M001,neu,neu,neu,2,1,0,0.9653612375259399,0.042808979749679565,0.27104330994188786
Ses02M_impro05_M002,Ses02M_impro05_M001,Ses02M_impro05_F001,neu,neu,neu,2,1,0,0.5339972972869873,1.4765623807907104,0.46164917945861816
Ses02M_impro05_F002,Ses02M_impro05_F001,Ses02M_impro05_M002,neu,neu,neu,2,1,0,0.9393628239631653,0.05224662274122238,0.34568937309086323
Ses02M_impro05_F003,Ses02M_impro05_F002,Ses02M_impro05_M002,neu,neu,neu,1,2,0,0.8202922344207764,0.1695043444633484,0.48646898567676544
Ses02M_impro05_M003,Ses02M_impro05_M002,Ses02M_impro05_F003,neu,neu,neu,3,1,0,0.4615015387535095,1.2898622751235962,0.6458014491945505
